"","inputfile","numberoftweets","linkpresencepercentage","hashpresencepercentage","mentionpresencepercentage","replytopresencepercentage","rtpresencepercentage","viapresencepercentage","mtpresencepercentage","deviceduplicatepercentage","numberofdevices","multipledeviceusers","numberofpeopleretweeted","numberofuniquetweeters","numberofuniquehashtags","numberofuniquementions","numberofuniquelinks","uniquetweets","numberofsingleposters","singletonpercentage","fauxtopresencepercentage","meantweetcharacterlength","Freq"
"1","j_tsar.csv","118352","0.151226848722455","0.234444707313776","0.996924428822496","0.201407665269704","0.610044612680817","0.00149553873191835","0.000667500337974855","0","1","0","5492","66763","4047","2","3159","53957","49664","0.743885086050657","0.0221204542382047","90.2808740029742",1
