"tweetscreenamecounts","Freq"
"1297003393",3
"129706234",1
"1297071300",1
"1297230307",1
"1297244726",1
"1297261238",1
"1297264082",1
"1297321237",1
"129732273",1
"129738445",1
"129745434",1
"1297504656",4
"1297526485",1
"1297531514",1
"1297543010",1
"1297578414",4
"1297590554",3
"129768057",1
"129774460",1
"129829764",1
"1298369892",2
"1298479314",1
"1298533170",2
"129857246",6
"1298574006",1
"129861900",3
"1298881560",10
"129912317",1
"1299185186",1
"129947956",2
"129949002",3
"1299535326",1
"129956113",1
"129963750",1
"1299707892",1
"129983912",10
"129992707",2
"129997183",1
"12999892",2
"1300029380",1
"130003625",1
"1300042574",1
"130012297",2
"130015113",1
"130032543",1
"1300427768",1
"1300599330",3
"1300601954",1
"130069666",2
"130070993",2
"1300803104",4
"130081427",1
"1300905757",1
"1300989913",2
"1301012640",1
"1301074129",1
"1301091253",1
"1301100662",1
"1301130505",2
"1301171437",1
"1301324466",1
"1301343121",1
"130140488",2
"1301447478",3
"130147646",3
"130152550",1
"1301590507",3
"130159689",1
"1301608824",1
"130175407",1
"1301786502",1
"1301832001",1
"1301837852",1
"1301876484",1
"1301877182",2
"1301989123",1
"130199342",1
"1302063470",1
"1302094446",3
"1302158665",1
"1302160184",1
"1302248821",1
"130224910",1
"1302319477",1
"130253371",1
"130254583",2
"130269526",1
"130286009",1
"130288926",4
"130291062",8
"1302936608",2
"130294479",1
"1302963853",1
"1303118940",3
"13032222",1
"130326536",1
"130361007",1
"130376756",1
"130401044",2
"1304309936",19
"1304331883",1
"130434458",3
"130467622",2
"130477532",1
"130482522",1
"130486404",2
"130500543",4
"130505088",7
"130523667",1
"1305268471",1
"1305279720",1
"130537729",23
"1305391332",1
"1305428815",1
"1305592410",1
"1305647864",2
"1305660619",1
"1305661854",1
"1305684487",1
"1305720529",1
"1305819252",2
"1305872293",1
"1305933895",1
"130594572",1
"130605653",1
"1306110608",1
"1306299337",1
"130630736",1
"1306312100",1
"130631618",1
"1306576398",1
"1306607784",1
"130665231",2
"1306681278",2
"1306714370",1
"130672144",7
"1306752086",1
"1306768489",1
"130677982",6
"130686311",1
"130692647",1
"130692883",2
"130697201",3
"130708103",3
"130711121",2
"1307202464",1
"1307248206",1
"130726766",2
"130728319",3
"1307367919",1
"1307446003",1
"1307472612",1
"130748267",2
"13075062",2
"130759878",1
"1307744876",2
"1307789166",1
"1307872832",1
"130787908",4
"1307891712",1
"1307899357",1
"1307963258",2
"130799482",1
"130803621",1
"1308251",1
"1308348594",1
"1308407262",1
"130843870",1
"1308456530",1
"1308483679",1
"130862454",2
"130864061",2
"130867511",1
"1308709321",1
"130871832",2
"130886196",1
"130888757",1
"1308892544",1
"1308923624",1
"1308935149",1
"130893533",3
"130893604",1
"1309021968",5
"1309055893",5
"1309073076",1
"1309087382",1
"1309114944",1
"1309219862",1
"1309228614",1
"1309338006",1
"1309496521",2
"130950785",2
"130956302",2
"1309571269",2
"130960498",2
"13097212",1
"130973660",1
"130998436",1
"1309989403",1
"131027334",1
"131032994",1
"131034643",1
"131046457",1
"1310670654",12
"1310672894",1
"131067999",1
"131070274",1
"1310730307",1
"131085696",1
"1310866411",1
"1310884650",1
"1310891780",1
"1311115003",1
"131112092",1
"1311248862",1
"1311259524",2
"1311302071",1
"1311476928",1
"1311485970",1
"131154370",1
"131156304",1
"1311608618",1
"1311727843",1
"1311741612",1
"131175525",1
"131186217",2
"1311906594",1
"1312000914",1
"1312015094",1
"1312041900",2
"131205013",2
"131205736",1
"1312069104",1
"131210006",3
"1312148623",12
"131218499",2
"1312188296",1
"131222035",1
"1312248770",2
"1312251175",1
"131232249",4
"1312324242",1
"1312441806",2
"131268467",1
"131286493",1
"131286748",1
"131288153",1
"131290089",1
"131294858",1
"131299671",7
"1313039251",1
"131309149",3
"131320541",1
"131344251",8
"1313495420",1
"131354502",1
"131366003",2
"1313815128",3
"131381577",1
"1313849851",1
"131396409",1
"131399655",2
"1314019706",2
"131407317",1
"131408166",1
"1314159889",1
"1314210157",1
"1314221959",1
"1314283328",1
"1314361351",11
"13143662",1
"13143952",1
"1314525050",1
"131455066",2
"13145552",2
"1314555397",1
"1314673939",1
"131491670",3
"1314970614",1
"1314986672",1
"131500440",1
"1315013618",1
"131503034",1
"1315115262",1
"131515279",7
"1315179451",1
"1315195482",1
"1315249824",1
"1315275992",2
"1315285477",1
"131537618",1
"131538331",1
"1315402788",3
"1315424282",2
"1315469870",1
"1315554001",1
"1315562526",1
"131557621",1
"1315593636",1
"1315618344",1
"131565451",1
"1315686169",1
"1315749260",2
"131582182",1
"131582916",5
"131585117",1
"1315863200",1
"1315870628",1
"1315877845",1
"131595398",1
"131596986",1
"1315974241",4
"131600237",1
"131614963",2
"131618019",2
"131619380",1
"131633337",1
"1316380014",1
"1316415086",1
"1316474197",3
"131650819",1
"1316517817",1
"131653168",1
"1316551946",1
"1316647056",1
"1316681978",1
"1316747965",5
"1316751128",1
"1316781692",2
"1316819094",2
"131681929",1
"1316869759",1
"131689019",2
"1316957203",1
"1316994254",1
"131703004",2
"1317034140",3
"1317056413",7
"1317067357",2
"1317069392",1
"131709428",1
"1317134029",1
"1317177740",1
"1317202795",7
"1317207950",6
"131721903",5
"1317270547",7
"1317307490",1
"1317339691",14
"131735374",1
"1317386168",1
"1317403278",1
"131740689",1
"1317433693",1
"1317521755",1
"1317528925",1
"131757671",1
"131758470",2
"1317705908",1
"1317752527",1
"1317759007",1
"1317775831",8
"1317862632",3
"131791334",1
"131813942",1
"1318209494",1
"131821924",1
"1318244640",1
"131833088",2
"1318345333",2
"1318581703",1
"1318633693",3
"1318680434",1
"1318728625",1
"1318754666",2
"1318837081",1
"1318860206",1
"1318940238",12
"131899390",2
"1318994754",1
"131900506",2
"1319032742",1
"131904552",1
"131910909",1
"131911109",1
"131917379",1
"1319176962",1
"131927079",1
"1319403120",1
"131940786",1
"1319427127",1
"131943433",1
"1319513832",30
"131952902",1
"1319533501",1
"1319565757",1
"1319604170",4
"1319638494",1
"1319652271",1
"131966153",9
"131966496",1
"1319716872",1
"131974498",2
"131980435",2
"131981184",1
"131992189",11
"131993979",1
"1319986118",1
"132000793",1
"132002292",2
"1320098234",2
"132027243",1
"132034477",1
"132035520",2
"132036620",1
"1320368478",1
"1320466554",1
"1320498864",1
"1320507205",1
"1320532015",1
"1320581845",4
"1320631117",1
"1320842618",1
"1320854966",4
"132085889",1
"1320938750",7
"1321093063",1
"1321159862",1
"1321162872",1
"1321236318",1
"1321264862",1
"1321304226",2
"1321328568",1
"1321347925",3
"1321350818",1
"132138317",1
"1321383752",6
"1321429316",7
"1321444398",1
"1321446138",1
"1321448042",1
"1321486682",1
"1321511832",1
"132153963",1
"1321543176",2
"1321570388",1
"1321603046",1
"132161217",4
"1321622455",1
"1321622472",2
"1321627106",14
"1321636382",4
"132167437",1
"1321909681",1
"1322128885",1
"132214051",1
"1322212153",1
"132226820",3
"132235369",4
"1322358762",2
"132244230",1
"132246093",1
"132254658",1
"1322604270",1
"132266491",1
"1322688540",2
"1322726888",1
"132277676",1
"1322792388",1
"1322848982",1
"132288120",3
"1322894556",2
"132296634",2
"1322993310",8
"132299365",1
"132302026",1
"1323039950",1
"1323092910",3
"1323100927",3
"132314076",1
"132314973",1
"1323153332",1
"132315368",2
"1323161575",4
"1323177380",1
"1323231133",1
"1323266084",1
"1323270907",2
"1323323378",1
"1323344257",1
"1323373358",1
"1323392468",1
"132339478",1
"1323416492",11
"132345141",2
"132346426",1
"1323467004",1
"1323476485",1
"1323507392",1
"1323518654",4
"1323542065",1
"1323545358",1
"1323574087",1
"1323576571",1
"1323601736",1
"1323611299",1
"1323637520",5
"1323671528",1
"1323684486",1
"1323711654",1
"1323720146",1
"132372111",1
"1323721752",3
"1323852037",1
"132387720",2
"132388192",1
"1323889146",3
"1323901938",1
"1323976753",1
"1323992186",2
"1323992198",1
"1324089270",1
"132415031",1
"132415639",1
"1324269642",2
"132444233",1
"1324487214",1
"1324495333",1
"132457728",3
"1324644990",1
"1324663076",1
"132471383",1
"1324778827",2
"1324806470",2
"1324850173",1
"1324871960",1
"132491941",1
"1325011652",1
"1325031289",1
"1325092208",2
"1325111888",2
"1325113086",1
"132514069",1
"1325257284",1
"1325264358",2
"1325277840",1
"1325279995",1
"1325284159",5
"1325290862",4
"1325351136",1
"1325446818",2
"1325459557",1
"132548896",2
"1325513048",1
"132558910",1
"1325629885",3
"1325648448",3
"132571608",1
"1325782146",6
"1325789586",1
"1325798580",1
"1325871619",1
"1325997594",1
"132600005",1
"1326027588",1
"1326032058",1
"1326059911",1
"1326079579",1
"132610507",1
"1326159487",2
"1326181962",3
"1326227348",3
"1326234427",1
"1326243661",1
"1326262123",1
"1326263270",1
"1326296916",1
"132630400",1
"132640107",1
"132642621",1
"1326497754",1
"1326563090",1
"132661340",1
"1326854545",1
"1326871818",1
"1326907790",2
"132691013",1
"1326920090",1
"132708023",8
"1327119457",1
"132735489",1
"1327399958",1
"1327445708",1
"132752824",1
"1327612154",2
"1327632162",1
"1327679666",1
"1327702256",1
"1327718251",1
"1327727515",2
"1327730696",2
"1327744214",1
"1327745708",1
"1327812776",2
"132795751",3
"1328000772",2
"1328003850",2
"1328003928",1
"1328026597",2
"132808030",1
"1328144089",1
"1328155146",1
"132819083",1
"132820162",1
"1328231726",3
"1328249804",1
"1328252172",1
"1328288653",1
"1328291874",2
"1328356579",3
"1328378750",2
"1328385769",3
"132862758",1
"132863715",1
"1328640913",2
"132868827",1
"1328740602",1
"1328769546",1
"1329205423",1
"132920822",1
"132921981",1
"1329304218",1
"1329339361",1
"1329380270",1
"1329396655",1
"1329549397",1
"1329665479",1
"1329696284",1
"132970227",2
"1329788424",1
"1329870284",1
"132995323",3
"1329978488",1
"1329980204",1
"1329996092",1
"133002388",4
"133004922",1
"1330067748",1
"1330088480",1
"1330202359",1
"1330216111",8
"133025256",17
"133025546",1
"1330339369",1
"1330357958",1
"1330374763",2
"1330498140",4
"1330528879",7
"133054043",3
"133056220",1
"133056783",1
"1330598930",2
"1330612916",1
"133061827",1
"1330661059",1
"133067994",2
"1330685546",2
"133075212",1
"1330767571",3
"1330877204",5
"133100248",2
"133115653",1
"133119423",1
"1331339528",1
"133136302",1
"1331417928",1
"1331419848",1
"1331460560",1
"133147448",1
"133158559",1
"1331672306",1
"1331683340",2
"133172229",1
"1331745008",1
"1331811732",1
"1331935278",1
"1331988464",1
"1332007724",1
"1332029802",1
"1332052339",4
"1332168950",1
"1332254953",1
"1332262171",7
"1332324559",3
"1332332522",1
"133234214",1
"1332344168",25
"1332494798",1
"1332547430",1
"133256639",1
"1332601772",1
"1332663932",1
"1332680564",2
"1332683252",1
"1332878484",1
"1332943849",2
"1332962022",1
"1333067060",1
"1333137512",1
"1333200756",5
"1333246122",1
"133326584",1
"1333325114",1
"1333418568",2
"1333429340",1
"133347360",1
"133374355",1
"133378751",1
"1334079552",1
"1334153070",1
"1334160498",1
"1334221903",1
"133427035",1
"1334352368",1
"1334546569",1
"133471518",4
"1334724127",1
"133477181",1
"1334849672",1
"1334858322",1
"1334882095",3
"1334946001",1
"133496929",1
"1335037411",1
"1335061255",1
"133506292",2
"1335105614",1
"1335121298",2
"1335127656",1
"1335138583",1
"1335205957",1
"1335208796",1
"133523554",1
"1335242744",1
"13353462",1
"1335417283",1
"1335443725",1
"1335445099",2
"1335450548",4
"1335470664",33
"1335481328",1
"133550757",2
"1335513835",1
"1335517321",2
"133583545",3
"133599222",1
"133604455",1
"133639755",1
"133642865",1
"1336579974",2
"1336680548",1
"1336711723",1
"1336947522",1
"133694969",1
"1337018846",1
"1337088103",1
"133710744",1
"1337130032",1
"133737548",1
"1337411491",4
"1337424342",1
"133753747",2
"1337600798",1
"1337620771",1
"1337634956",11
"133763862",1
"1337676391",2
"1337694594",1
"1337780707",2
"133778257",1
"13378002",2
"1337887003",1
"1337930185",1
"1337968344",1
"1337983700",1
"1338000908",1
"133802447",1
"1338030084",1
"1338040886",1
"1338065713",1
"133806735",5
"1338114594",1
"1338125899",1
"1338138013",1
"1338159186",1
"1338174356",1
"133818356",1
"1338315612",1
"1338330900",1
"1338340334",11
"1338357750",2
"133836487",1
"133840109",1
"133843002",1
"1338543110",1
"1338568446",1
"1338636182",2
"1338640212",1
"133877732",1
"1338863192",1
"133886714",1
"1338922392",1
"133894859",1
"133896537",1
"133897487",2
"133901837",1
"1339104638",2
"1339208294",1
"133921107",1
"133933952",1
"133940403",1
"133950471",1
"133953176",1
"13395472",2
"1339612729",1
"1339625264",2
"133968415",3
"1339711038",1
"1339835251",1
"1339891370",2
"1339951914",1
"133995817",1
"1340065476",1
"134006940",1
"13401412",1
"134014843",2
"1340219286",2
"1340274348",1
"1340348172",1
"1340358823",1
"1340413652",1
"1340517229",1
"1340621964",2
"1340622462",1
"1340665188",1
"1340667385",2
"1340678744",1
"134069260",1
"1340697458",1
"1340711354",3
"1340737423",2
"1340813678",1
"1340893850",1
"1340953424",1
"1340990611",1
"1341042480",4
"134104586",1
"1341048122",1
"134112058",1
"1341161486",2
"134144514",1
"1341521886",1
"1341765116",4
"1341801426",2
"134185679",1
"134186713",2
"134197078",1
"134201965",1
"1342074762",1
"1342149109",1
"1342156950",1
"1342194415",1
"1342325160",2
"1342373352",1
"1342378561",1
"134238118",1
"134239948",3
"1342413408",1
"1342466736",1
"1342571768",1
"1342599930",1
"1342610695",1
"1342621626",1
"134264164",1
"134264515",2
"1342719494",1
"1342763024",9
"1342781420",1
"1342830331",1
"1342830577",4
"1342832863",4
"134293409",1
"1342944668",1
"1342978772",1
"1343060786",1
"134307804",2
"1343098081",1
"1343108462",2
"1343114780",2
"1343150988",5
"1343161116",1
"1343198046",1
"1343217337",1
"1343241344",1
"1343264160",1
"134327096",1
"134329964",2
"1343366082",7
"1343381413",1
"1343513041",1
"134352795",1
"134368992",2
"134371942",1
"134380559",1
"134385613",2
"1343969064",1
"134421982",1
"134430704",2
"134468273",1
"134471741",1
"1344760081",1
"1344811506",1
"1344819668",1
"134489088",2
"134500139",2
"1345025732",1
"1345055954",2
"134508914",3
"1345089690",1
"1345092726",1
"1345096994",1
"1345180614",1
"1345184064",2
"1345223028",1
"134528190",4
"1345311282",1
"1345361304",1
"1345379995",1
"1345479577",1
"1345483848",1
"134550603",5
"1345554222",1
"1345557408",9
"1345566212",4
"1345578236",3
"1345585964",2
"1345601558",6
"1345613311",1
"1345622587",1
"1345646527",1
"134565749",1
"1345677186",1
"1345696777",1
"1345697526",1
"1345727100",1
"1345734037",2
"134577904",1
"1345807602",2
"1345813609",3
"1345826581",2
"1345826750",1
"134585703",1
"134595506",1
"1346016992",11
"134603947",2
"134610260",1
"134610306",1
"1346113417",1
"134613395",1
"134620778",1
"134623859",3
"1346335962",1
"134635118",2
"134635561",1
"134645802",3
"134647342",1
"134652978",1
"1346679912",2
"1346693912",1
"1346799078",1
"1346800063",6
"1346806369",1
"1346816430",3
"1346885335",1
"1347024852",1
"1347064933",2
"134714936",1
"1347156678",6
"1347305100",9
"1347371737",3
"1347490309",2
"134754247",1
"1347654247",3
"134766611",1
"1347687306",5
"1347693000",1
"1347734827",3
"1347768428",6
"1347784333",1
"1347806072",2
"1347861648",1
"1347875372",1
"134790649",3
"1347923749",13
"1347948026",1
"1347987764",4
"1348005606",1
"1348023631",2
"1348023794",1
"1348037401",1
"1348169072",1
"1348297915",1
"1348330398",3
"1348335564",1
"1348380018",3
"1348435718",2
"134848728",1
"134851110",3
"1348577544",1
"1348585352",1
"1348589143",1
"1348613292",2
"134864455",1
"1348644986",1
"134875651",1
"1348848830",1
"134900670",1
"134908002",1
"134912064",1
"1349275171",3
"134929248",1
"134930141",1
"134931945",1
"1349322708",1
"1349335440",1
"134945489",2
"1349556169",2
"134960046",1
"1349631229",1
"134967048",1
"134970058",1
"1349748524",1
"1349815718",1
"1349818052",2
"1349948130",1
"134998799",1
"1350024643",1
"135002662",14
"135003170",1
"1350084427",1
"1350143528",1
"1350151334",1
"1350158611",1
"135015961",1
"1350164756",1
"1350203413",2
"1350207955",1
"1350239034",1
"1350262902",1
"1350277268",1
"1350353658",7
"135039839",1
"1350476863",2
"1350509952",1
"135053057",1
"1350557839",1
"1350645241",5
"1350656035",1
"135077668",1
"1350811363",14
"1350813241",1
"1350913699",1
"1350969757",1
"1350998394",14
"1351009532",1
"1351046191",1
"1351087213",5
"1351090554",1
"1351090596",1
"1351090680",1
"1351090704",1
"1351090968",1
"1351091160",1
"1351091178",1
"1351091286",1
"1351091298",1
"1351091364",1
"1351091574",1
"1351091604",1
"1351091652",1
"1351092132",1
"1351092186",1
"1351092258",1
"1351092342",1
"1351092486",1
"1351092666",1
"1351092702",1
"1351093200",1
"1351093350",1
"1351093374",1
"1351093380",1
"1351093572",1
"1351093782",1
"1351093812",1
"1351094094",1
"1351094112",1
"1351094154",1
"1351094532",1
"1351095318",1
"1351095594",1
"1351095684",1
"1351095810",1
"1351095864",1
"1351095870",1
"1351096050",1
"1351096098",1
"1351096326",1
"1351096350",1
"1351096644",1
"1351096668",1
"1351096794",1
"1351096800",1
"1351096860",1
"1351096956",1
"1351096980",1
"1351097268",1
"1351097316",1
"1351097340",1
"1351097400",1
"1351097478",1
"1351097640",1
"1351097652",1
"1351097664",1
"1351097988",1
"1351098582",1
"1351098612",1
"1351098774",1
"1351099038",1
"1351099044",1
"1351099086",1
"1351099146",1
"1351099554",1
"1351099602",1
"1351100010",1
"1351100148",1
"1351100154",1
"1351100790",1
"1351101432",1
"1351101522",1
"1351101888",1
"1351108094",1
"1351108262",1
"1351108796",1
"1351108916",1
"1351108934",1
"1351108988",1
"1351109156",1
"1351110032",1
"1351110200",1
"1351110350",1
"1351110608",1
"1351111142",1
"1351111238",1
"1351111682",1
"1351111778",1
"1351111808",1
"1351111982",1
"1351112342",1
"1351112690",1
"1351112774",1
"1351114112",1
"1351114340",1
"1351114478",1
"1351114622",1
"1351114646",1
"1351114796",1
"1351115468",1
"1351115528",1
"1351115606",1
"1351115690",1
"1351115792",1
"1351115984",1
"1351115996",1
"1351116392",1
"1351116458",1
"1351116811",1
"1351116842",1
"1351116878",1
"1351116937",1
"1351117058",1
"1351117070",1
"1351117081",1
"1351117172",1
"1351117220",1
"1351117267",1
"1351117393",1
"1351117555",1
"1351117580",1
"1351117598",1
"1351117633",1
"1351117807",1
"1351117849",1
"1351117867",1
"1351117922",1
"1351118066",1
"1351118089",1
"1351118173",1
"1351118246",1
"1351118275",1
"1351118318",1
"1351118330",1
"1351118383",1
"1351118443",1
"1351118485",1
"1351118900",1
"1351118906",1
"1351119128",1
"1351119217",1
"1351119235",1
"1351119493",1
"1351119764",1
"1351119781",1
"1351119919",1
"1351120327",1
"1351120465",1
"1351120657",1
"1351121089",1
"1351121245",1
"1351121335",1
"1351121455",1
"1351121503",1
"1351121791",1
"1351121863",1
"1351122721",1
"1351122739",1
"1351122781",1
"1351122829",1
"1351122925",1
"1351123033",1
"1351123057",1
"1351123219",1
"1351123363",1
"1351123399",1
"1351123489",1
"1351123549",1
"1351123555",1
"1351123927",1
"1351124071",1
"1351124353",1
"1351124389",1
"1351124401",1
"1351125673",1
"1351125847",1
"1351126141",1
"1351126393",1
"1351126681",1
"1351127323",1
"1351127647",1
"1351127779",1
"1351155350",1
"1351162784",4
"135124149",1
"1351325804",1
"1351663692",1
"135175404",1
"135176703",1
"1351787298",7
"135181757",6
"1351857392",1
"1351875920",1
"1351904737",2
"1351942987",1
"1351971277",2
"1352011242",1
"135202680",2
"135204630",1
"135206096",1
"1352182610",1
"1352197273",1
"1352259698",2
"135226746",1
"1352273264",1
"1352276556",1
"135228435",1
"135230838",2
"1352418066",1
"135247255",1
"1352535062",1
"1352546840",1
"1352549905",1
"1352578716",2
"1352584500",1
"1352615809",2
"1352637930",1
"1352710026",1
"1352727422",1
"135273241",2
"135273682",1
"1352829216",1
"1352837732",3
"13528622",1
"1352865404",1
"1352867064",1
"135287544",1
"1352890741",5
"1352898302",1
"1352916781",1
"1352935171",1
"1352942834",1
"1352973816",1
"1352993394",1
"1353022321",2
"1353041780",1
"1353072516",1
"1353133362",1
"1353135860",1
"1353138080",1
"1353139046",1
"1353144798",1
"1353179394",1
"1353196507",5
"135320092",3
"135321257",1
"1353216612",1
"1353231368",2
"1353271195",2
"135327649",4
"1353279937",3
"1353310526",3
"1353346070",2
"1353347304",1
"1353360444",1
"1353384733",2
"135339096",3
"1353399968",2
"1353431532",1
"1353554749",1
"1353633505",2
"135374455",1
"135378826",1
"135379750",1
"13538432",2
"135393606",2
"13539512",1
"1353976724",2
"1353977828",1
"1354083008",1
"1354156249",1
"1354385635",1
"1354406048",1
"135441059",3
"1354553911",1
"1354639489",1
"1354679041",3
"1354750436",1
"1354821367",2
"1354836116",1
"1354930122",1
"1354960020",2
"135496147",2
"135497600",1
"1354990771",1
"135500676",1
"1355013764",1
"1355034312",1
"1355056296",2
"1355074686",1
"1355079290",2
"135508668",1
"1355140134",1
"1355225677",29
"1355237160",6
"1355280570",1
"1355281326",1
"135533959",2
"1355365099",1
"1355385840",1
"135538706",2
"1355397475",1
"1355397860",1
"1355407998",1
"1355435989",5
"1355481512",1
"1355485382",2
"1355495474",1
"1355511320",1
"1355528618",1
"135554453",1
"1355557838",1
"1355564888",1
"1355579330",2
"1355582912",6
"1355593934",1
"1355615677",3
"135564672",2
"135567248",6
"135570337",2
"1355720564",1
"1355733696",2
"1355741172",1
"1355768497",1
"1355783550",1
"1355788220",3
"1355797836",1
"1355812669",1
"1355833410",1
"1355848807",1
"1355856966",1
"1355908902",1
"1355910140",1
"1355923334",1
"1356012722",1
"1356014293",3
"135603876",1
"1356064770",1
"1356122666",2
"1356134514",1
"1356169999",1
"1356241680",1
"1356276270",1
"1356291768",2
"135638445",1
"135652112",1
"1356600883",4
"1356612866",1
"1356636733",1
"1356638754",1
"135676556",1
"1356769508",2
"135677428",1
"1356830676",3
"1356836346",1
"135686039",1
"1356923748",1
"1357079503",2
"1357137073",1
"1357145924",1
"1357171076",1
"135719921",1
"1357232898",1
"1357256048",1
"1357308926",1
"1357319305",2
"1357425156",1
"135742813",1
"1357430594",1
"1357497366",2
"1357517556",7
"1357551392",45
"1357590878",1
"1357709672",1
"135771017",4
"135771704",4
"1357717296",1
"1357719986",1
"135772371",2
"1357803888",1
"1357962566",1
"1357965793",1
"1357978892",1
"1357985952",1
"1357986613",1
"1357995523",16
"1358055937",1
"1358076319",1
"1358096154",1
"1358134675",1
"1358136805",2
"1358185273",9
"1358190348",1
"1358191992",2
"1358243252",1
"1358260357",1
"1358291988",1
"1358297388",3
"1358300550",1
"1358316540",2
"1358366412",1
"1358373433",3
"1358419508",1
"1358471958",1
"1358493074",1
"1358495214",1
"1358533602",4
"135877725",3
"1358882832",1
"1359041274",2
"1359222114",21
"135923893",1
"135940011",1
"135945392",1
"1359455406",1
"135950449",1
"1359540056",2
"1359620730",1
"1359626060",3
"1359707330",1
"1359748820",1
"1359816830",1
"1359843420",1
"1359868939",1
"1359891500",1
"1359938701",1
"1359962934",1
"1359979518",9
"1360039472",1
"136007148",1
"1360211912",1
"1360226556",1
"1360250107",1
"1360265484",1
"1360320997",1
"1360332446",1
"1360338397",3
"1360365372",1
"1360380817",1
"1360402434",1
"1360432873",1
"1360439059",2
"1360467991",1
"136048334",1
"13604852",1
"1360496220",1
"1360570651",1
"1360600405",2
"1360617296",1
"1360665840",8
"136066689",1
"1360693897",1
"1360708825",9
"1360725978",1
"1360755662",1
"1360761804",1
"1360770614",7
"1360773781",1
"136077428",1
"136079515",1
"1360798082",1
"1360805215",2
"1360872896",1
"1360912670",1
"1360916844",5
"1360933982",2
"136095408",1
"1360988845",19
"1361121962",1
"1361151896",1
"1361204317",4
"1361210016",1
"1361219264",1
"1361245003",1
"1361315646",1
"1361399906",1
"1361410939",1
"136147174",1
"1362019976",1
"1362041420",1
"136217719",1
"1362198716",1
"136230695",1
"1362338869",1
"1362339319",2
"136240935",1
"1362410809",1
"1362426134",6
"1362469970",1
"13624922",1
"1362614708",1
"1362620977",1
"1362689407",2
"1362703446",1
"1362712694",1
"1362714618",1
"1362726278",2
"1362780770",1
"1362817591",2
"1362819530",4
"1362822156",1
"1362856021",5
"1362856819",1
"1362917376",1
"1362948848",1
"1362978169",2
"1363009465",1
"136302093",1
"1363071224",1
"1363089080",2
"1363094690",3
"1363106072",1
"1363124490",15
"1363127706",1
"1363166268",1
"1363238204",1
"1363253216",7
"1363270561",10
"1363273975",5
"1363310288",1
"1363349186",1
"1363360778",1
"1363369298",1
"136338193",1
"1363386614",1
"1363399700",3
"1363414116",1
"136342425",4
"1363434824",1
"1363447970",1
"136350962",1
"1363608583",1
"1363623218",1
"1363642279",1
"1363682155",3
"1363692014",2
"1363731240",1
"1363776822",1
"136379902",7
"1363812403",1
"136388080",1
"1363955412",1
"136405622",1
"1364097854",1
"136413871",3
"1364156328",1
"1364277012",1
"1364287044",1
"1364372287",1
"1364381684",1
"136438299",1
"1364388894",1
"1364427277",1
"1364454679",2
"1364477635",5
"1364481386",1
"136449062",1
"1364528288",1
"1364540714",1
"1364549612",3
"1364578321",1
"1364616728",2
"1364633796",1
"1364652211",1
"1364699749",4
"1364701196",1
"1364772192",1
"1364776334",1
"1364827202",1
"1364834624",2
"1364844254",1
"1364844782",2
"1364846858",2
"1364851856",2
"1364855803",1
"1364863482",1
"136486619",1
"1364878928",1
"136487983",2
"1364886397",2
"1364887730",1
"1364891952",1
"1364901770",5
"1364906946",2
"136491528",1
"1364923470",1
"1364929207",1
"1364942017",1
"1364946674",2
"1364953512",1
"1364955685",2
"1364967900",1
"1364973420",2
"1364980700",1
"136499092",7
"1364993113",1
"13650012",1
"13650092",1
"1365016562",1
"1365024211",4
"1365039530",1
"136505270",1
"1365052741",1
"1365096746",1
"1365103652",1
"1365104700",2
"1365128948",1
"1365130916",1
"1365136579",1
"1365146768",3
"136516227",1
"1365173112",2
"1365174660",3
"1365190554",2
"136519172",2
"1365192132",1
"1365193796",15
"1365205032",3
"1365208590",7
"1365226724",2
"1365227892",1
"1365242976",3
"1365265164",2
"1365265489",1
"1365278972",4
"1365284845",1
"1365288950",1
"1365295092",1
"1365301758",1
"1365307879",3
"1365312253",2
"1365312686",1
"1365313849",1
"1365315211",2
"1365320510",1
"1365324234",1
"1365324696",1
"1365324961",3
"1365326006",3
"1365326190",1
"1365333925",1
"1365338264",5
"1365341125",1
"1365342158",1
"1365343994",2
"1365347029",4
"1365347736",3
"1365348114",1
"1365348889",1
"1365350576",1
"1365352326",1
"1365352916",3
"1365353269",1
"1365358854",1
"1365362827",1
"1365363162",4
"1365372114",1
"1365375564",2
"1365380796",1
"1365381925",2
"1365382802",3
"1365385722",2
"1365386071",2
"1365397206",1
"1365401580",2
"1365406729",1
"1365408463",8
"1365408470",2
"1365413640",2
"1365419982",2
"1365443089",1
"1365452731",6
"1365461857",2
"1365472016",2
"1365475136",2
"1365475770",1
"1365479935",5
"1365481063",1
"1365489422",1
"1365500054",3
"1365500688",2
"1365508056",2
"1365519907",1
"1365536898",1
"1365539292",1
"1365539936",1
"1365540500",1
"1365557886",3
"1365585558",2
"1365587124",2
"1365591468",1
"1365600752",1
"1365603102",1
"1365610302",11
"1365621685",3
"1365622327",1
"1365624883",1
"1365625268",1
"1365628200",3
"1365628364",1
"1365653958",2
"1365655142",9
"1365659228",1
"1365686702",1
"1365692683",2
"1365695533",1
"1365698929",1
"1365721226",1
"1365730922",1
"1365743137",1
"1365747468",1
"1365748381",4
"136575607",1
"1365776702",1
"1365787117",1
"1365791737",3
"1365791815",2
"1365792349",1
"1365805573",1
"1365808160",3
"1365811404",1
"1365824347",1
"1365830148",1
"1365831541",1
"1365858678",1
"1365861698",8
"1365864266",1
"1365864619",2
