"tweetscreenamecounts","Freq"
"1077465835",1
"1077587575",1
"107764903",1
"1077663518",1
"107792424",2
"107794133",1
"107796040",1
"1077976273",1
"1078028162",1
"1078075578",1
"1078102196",1
"1078109594",1
"1078117442",1
"1078162034",4
"107816251",1
"107818130",2
"1078190654",20
"1078198862",1
"107822089",1
"1078250100",2
"1078293518",5
"1078320036",1
"1078343773",3
"1078376449",2
"107843241",1
"107847042",1
"107848731",3
"107849219",1
"1078506319",3
"10786352",3
"107866672",1
"107866855",1
"1078744844",1
"107882314",1
"107884999",1
"107886050",2
"107889559",2
"107901924",1
"107908397",3
"107915760",1
"107926812",1
"1079323566",1
"107933041",1
"1079373000",2
"1079582780",1
"107966371",1
"1079807041",1
"1079979056",1
"108001845",20
"1080078368",1
"1080158330",1
"108019388",1
"1080347155",2
"108035709",1
"1080375468",5
"1080407395",1
"108042991",2
"1080633007",1
"1080664957",1
"1080705272",2
"1080817988",1
"1080895027",1
"1080965214",1
"108100352",1
"1081095444",1
"108111497",1
"108116644",1
"108123068",1
"1081263097",1
"1081267266",1
"1081305900",1
"108131518",1
"1081334592",1
"1081341462",1
"1081402891",1
"1081441344",2
"1081459136",3
"1081568990",1
"108162525",1
"1081627718",1
"1081635266",1
"1081642920",1
"108165841",3
"1081692434",1
"108169425",1
"1081756208",1
"108180434",1
"1081810914",6
"108187104",1
"1081958076",1
"108196192",1
"1081991358",1
"108201991",1
"108202415",7
"1082047867",1
"10820482",2
"108217736",1
"1082197856",2
"108234167",7
"1082392290",1
"108240106",2
"1082480605",4
"108248843",2
"1082839890",9
"1082984618",1
"108300982",1
"1083027344",2
"108314270",2
"108332844",1
"10833712",1
"108345097",1
"1083467424",1
"108366182",1
"1083699402",2
"1083703734",1
"1083724075",1
"108375787",1
"108383419",1
"1083887978",1
"1083901952",1
"1084001893",1
"1084047181",4
"1084055665",1
"1084062684",1
"108414167",1
"1084150765",7
"1084151766",1
"108419257",2
"1084198568",7
"108421880",1
"108422914",1
"1084277701",4
"1084352365",3
"1084363976",2
"108441637",11
"1084448580",1
"1084501308",1
"1084502414",1
"1084591224",3
"1084596343",1
"1084612062",2
"1084675279",7
"1084679185",1
"1084680614",1
"1084743074",3
"1084751887",1
"1084802942",1
"1084817910",1
"10848222",1
"1084829160",6
"1084840154",1
"108488422",3
"1085022823",1
"1085040877",1
"1085049091",2
"108508753",1
"108511115",1
"108526964",16
"1085352758",1
"108571589",1
"108593828",1
"108619945",2
"108630971",1
"108634559",1
"108637918",1
"1086481759",1
"1086505615",2
"10865992",1
"108675584",1
"1086779562",1
"1086857384",1
"108686222",1
"108688171",1
"1086953425",1
"1086961711",2
"1086966600",2
"1087061850",2
"1087111406",7
"1087123819",1
"1087169317",2
