from_user,to_user
531824067,911686213
847519771,970717333
42179042,373538561
103467457,59397902
109615408,394491103
129738445,394491103
239171003,297145204
766749654,394491103
1201586072,394491103
1283922354,394491103
465044072,239446229
127648294,394491103
739407097,394491103
321712548,394491103
137024580,59397902
356712189,341808568
190879057,394491103
131294858,394491103
248219087,394491103
612251522,394491103
360278016,394491103
124911126,394491103
858635832,394491103
594131938,394491103
59397902,137024580
392560870,394491103
72424795,145276723
65922536,1125879991
245435539,25507272
844765806,394491103
278267920,129829764
388879986,394491103
104662796,242173004
294975018,262383083
114033042,394491103
310089291,36149324
28833850,109012463
23538032,394491103
705147457,394491103
400944333,365591244
333160864,394491103
103630634,394491103
322485228,394491103
208719543,394491103
413718549,394491103
27820760,394491103
1337634956,77686689
234514309,545582787
109496898,394491103
426928402,394491103
166651321,394491103
545315271,39203045
268812772,394491103
26610196,299724272
88839671,470807157
461772808,394491103
336053544,394491103
183003915,368377406
281823841,394491103
137024580,59397902
1175538882,394491103
257677354,79449809
50154602,394491103
274829892,394491103
428647648,434643303
1158135198,394491103
447260560,394491103
84330717,394491103
64545945,26428875
215843098,394491103
569541835,269303678
101643684,394491103
484620833,394491103
444126922,394491103
57021639,394491103
316132584,394491103
300355233,394491103
166547999,394491103
104226574,394491103
38420961,353289287
389129967,394491103
1133127614,394491103
608779746,394491103
527812559,394491103
56612601,394491103
127648294,394491103
586258441,394491103
1214279148,394491103
1056552596,394491103
340381565,394491103
284596624,394491103
27060143,12375812
1337634956,394491103
1000546747,394491103
14361306,394491103
77686689,1337634956
27402907,394491103
716526715,394491103
112087111,21130327
328308319,394491103
50154602,394491103
325906383,394491103
288497614,394491103
14304501,33325270
172093787,394491103
25507272,245435539
816487645,394491103
114033042,171078814
310291713,394491103
1364616728,394491103
775014884,394491103
269026565,394491103
1053668558,394491103
246835235,394491103
1337634956,77686689
266867464,10973822
70624643,3948041
322272724,394491103
336053544,394491103
211587685,35394732
102126818,245435539
1223224909,394491103
84491162,394491103
219218192,394491103
457955858,394491103
49014993,307423638
426928402,394491103
101387291,394491103
428585903,271205076
349117641,394491103
35818208,394491103
367121033,394491103
753712136,390534422
22707049,922933370
350054193,612251522
24695962,394491103
278903295,394491103
43760780,394491103
766125152,37412575
514967089,258510868
303905761,394491103
303003974,62636035
1067487559,394491103
70641005,47685065
104662796,291933287
416784656,394491103
276197961,394491103
512243082,394491103
348183714,394491103
546864838,394491103
245435539,102126818
352552504,352353504
339312045,394491103
1209460824,394491103
434213399,167125134
303905761,394491103
318305461,394491103
456079971,391626754
403069247,394491103
527812559,394491103
34724268,394491103
19304275,394491103
30112528,394491103
437577840,394491103
137544759,241424313
280260997,394491103
66737447,394491103
356854470,89881801
214323637,394491103
79791400,332548836
573123959,394491103
56854566,394491103
250681069,394491103
264562311,39203045
268552045,284516487
595057834,394491103
208317185,394491103
586258441,394491103
587615623,136766405
1299535326,394491103
964303470,394491103
1365208590,394491103
1177194049,394491103
24018831,394491103
612251522,350054193
18484278,394491103
964303470,394491103
35844537,394491103
387128590,394491103
1282071638,394491103
20251620,394491103
119557230,394491103
256007638,394491103
131407317,322076943
415127525,394491103
746180498,394491103
486140280,394491103
401558714,394491103
24600354,394491103
388405246,394491103
1100228395,394491103
107137439,394491103
394445296,394491103
30145869,446451255
622880917,80645842
1048739886,37412575
48610056,394491103
970717333,394491103
1348330398,394491103
94394762,394491103
47004132,394491103
94227814,394491103
282719800,285972219
911219497,394491103
239506811,24165761
527812559,394491103
77686689,1337634956
187784295,20323281
554749239,390136988
853093128,394491103
561226809,394491103
381247280,394491103
1069194230,860293777
194434261,394491103
240828648,169663965
480255275,394491103
387128590,251848249
163594168,394491103
371618522,215074122
1340274348,394491103
1020438848,1020430926
25504953,394491103
231599853,394491103
1073173014,404487135
387128590,417387122
174083616,394491103
162931385,417387122
158511639,394491103
1321429316,394491103
25897103,130651070
335602300,394491103
499118717,233097409
465884870,553199691
1321429316,394491103
574920740,500137728
19965870,227069723
261770760,394491103
266869081,394491103
17644108,20605481
627466824,394491103
1268155291,394491103
162931385,251848249
397736828,394491103
1176655448,394491103
579132919,43748336
200099477,50769180
1365205032,394491103
285972219,282719800
238124802,394216437
418242729,394491103
107137439,394491103
112146190,394491103
1365208590,394491103
547877318,394491103
53789862,393254695
336053544,394491103
402455300,237933672
867259555,394491103
363227540,394491103
404487135,1073173014
280260997,394491103
1337634956,77686689
30909665,394491103
47139522,394491103
908247847,394491103
431150671,394491103
190929128,394491103
1247918118,394491103
1321429316,394491103
27616413,394491103
165417301,394491103
486237119,394491103
359473983,394491103
757818733,394491103
1073173014,404487135
348905588,394491103
117676979,394491103
103630634,186943555
556203367,394491103
365836670,394491103
260787538,394491103
393712607,394491103
627466824,394491103
37320152,74634111
104972123,394491103
708272696,394491103
581565508,189629003
44392506,394491103
285972219,970717333
241373047,394491103
94436427,394491103
41466403,39540222
237965535,394491103
187784295,485268828
180933976,394491103
1140688016,1108144369
220164036,394491103
245435539,25507272
298749882,333796943
284814955,428333
751034562,394491103
527812559,394491103
626133936,394491103
20666151,216299334
393712607,394491103
39538749,394491103
408104230,394491103
539392635,394491103
1365208590,394491103
1084679185,394491103
336053544,394491103
1176655448,394491103
939363680,394491103
463894893,394491103
330753374,394491103
104662796,254686793
1321448042,394491103
601881493,37369387
48509147,394491103
190745170,394491103
165606413,394491103
412632438,394491103
420788948,394491103
262221436,394491103
391674541,305779534
351353838,394491103
365885208,394491103
236087590,394491103
20323281,187784295
220164036,394491103
191782291,394491103
48391497,394491103
14383251,3948041
53789862,393254695
65139386,394491103
56770829,394491103
23916163,394491103
996109586,394491103
212074850,394491103
574944333,394491103
337276062,394491103
387643631,394491103
392560870,192739122
186216984,394491103
1012566668,394491103
336053544,394491103
489807394,394491103
527812559,394491103
601687972,37210799
74107529,394491103
18263016,394491103
151671942,394491103
39098870,394491103
412647303,394491103
472999203,543486547
1247049150,394491103
208800984,394491103
1061491550,394491103
23748540,174083616
489795222,489795222
369361462,394491103
608543662,394491103
236007870,394491103
23748540,174083616
336053544,394491103
325283104,20576735
392560870,394491103
1348330398,394491103
196743148,394491103
254038486,20251620
245418886,394491103
45785002,394491103
886737265,394491103
591401887,394491103
486237119,394491103
701780354,394491103
1241889835,394491103
498225041,394491103
322791506,394491103
224361374,29016784
423754478,368544126
259250796,394491103
417212116,394491103
273636856,394491103
43439767,394491103
30409639,394491103
1363094690,1140688016
1365208590,394491103
146721992,394491103
275252401,394491103
8505462,330120722
385926593,394491103
1358190348,394491103
842381545,336053544
608419864,367337109
481823823,394491103
561226809,394491103
28457783,394491103
292434152,394491103
279671484,394491103
282719800,394491103
76544187,394491103
37369387,394491103
714957769,394491103
417620958,394491103
384049007,394491103
224835796,394491103
323119403,394491103
19991655,317393966
1140688016,1363094690
27694016,394491103
337276062,394491103
336053544,394491103
314281034,394491103
48445323,223824882
608667705,394491103
61406898,970717333
22157400,394491103
326507613,394491103
366127290,394491103
502195686,394491103
18805461,232043827
15088104,291465699
1365208590,394491103
291363208,394491103
198275668,394491103
789340194,394491103
92569779,3210141
203177848,394491103
51259342,394491103
20404679,394491103
527812559,394491103
42967433,64478978
637186595,274497817
380550962,394491103
463321381,394491103
905115878,55775448
256691943,394491103
213527656,394491103
59397902,137024580
245488378,17369951
92569779,3210141
393712607,51863423
471039482,394491103
1321429316,394491103
321098587,394491103
208800984,394491103
587334482,70957138
375341236,394491103
760336370,394491103
44864157,18208354
1245266587,394491103
468047625,9245812
79022260,329293368
1164018324,37718134
624864915,49856933
409487532,1182008544
898789820,394491103
973136490,321615083
212476579,339996218
261487251,394491103
223610678,394491103
1235304079,500137728
323950082,394491103
56102287,394491103
384512594,495064370
19303339,247653244
56519688,394491103
1151494004,394491103
22101927,394491103
527812559,394491103
439553601,394491103
20251620,254038486
240001779,394491103
185200405,394491103
205139274,394491103
1363094690,1140688016
889886995,63854792
82991145,394491103
246340175,24165761
459456499,394491103
