Pos,Game,Platform,Year,Genre,Publisher,North America,Europe,Japan,Rest of World,Global
1713,Tomb Raider: Underworld,X360,2007,Shooter,Activision,0.91,0.01,0.01,0.08,1.01
1714,Call of Duty 4: Modern Warfare,DS,2003,Racing,Empire Interactive,0.49,0.38,0,0.13,1
1715,Ford Racing 2,PS2,2009,Fighting,THQ,0.54,0.35,0.01,0.1,1
1716,WWE SmackDown vs. Raw 2010,X360,1997,Role-Playing,Capcom,0.29,0.19,0.46,0.07,1
1717,Breath of Fire III,PS,2011,Platform,Sony Computer Entertainment,0.67,0.17,0.05,0.11,1
1718,Ratchet & Clank: All 4 One,PS3,2007,Sports,Sega,0.22,0.55,0.03,0.2,1
1719,Virtua Tennis 3,PS3,2008,Action,Bethesda Softworks,0.5,0.37,0.03,0.1,1
1720,Bully: Scholarship Edition,X360,2010,Shooter,Sega,0.52,0.37,0,0.1,1
1721,Aliens vs Predator,X360,2000,Fighting,Tecmo Koei,0.3,0.24,0.38,0.08,1
1722,Dead or Alive 2,PS2,2000,Racing,Nintendo,0.65,0.15,0.19,0.01,1
1723,Excitebike 64,N64,1997,Misc,Nintendo,0.63,0.25,0.09,0.03,1
1724,Game & Watch Gallery,GB,1991,Sports,Nintendo,0.41,0.1,0.47,0.02,1
1725,NES Open Tournament Golf,NES,1985,Shooter,Capcom,0.65,0.14,0.21,0,1
1726,1942,NES,2004,Misc,Sammy Corporation,0,0,1,0,1
1727,Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,2003,Fighting,Electronic Arts,0.78,0.18,0.03,0,1
1728,SoulCalibur II,XB,2007,Shooter,Ubisoft,0.33,0.46,0.02,0.18,1
1729,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2006,Sports,Konami Digital Entertainment,0.08,0.9,0.02,0,1
1730,Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),X360,1995,Racing,Electronic Arts,0.56,0.38,0,0.07,1
1731,Road & Track Presents: The Need for Speed,PS,2008,Adventure,Ubisoft,0.45,0.36,0.03,0.16,1
1732,Prince of Persia,PS3,2000,Sports,Sony Computer Entertainment,0.56,0.38,0,0.07,1
1733,NFL GameDay 2001,PS,2007,Fighting,Tomy Corporation,0.44,0.45,0,0.11,1
1734,Naruto: Clash of Ninja Revolution,Wii,2008,Misc,MTV Games,0.92,0,0,0.08,1
1735,Rock Band 2,Wii,2009,Shooter,Electronic Arts,0.92,0,0,0.08,1
1736,NERF N-Strike Elite,Wii,1996,Sports,Electronic Arts,0.55,0.38,0,0.07,1
1737,NBA Live 97,PS,2002,Action,Tecmo Koei,0.13,0.1,0.74,0.03,1
1738,Dynasty Warriors 3: Xtreme Legends,PS2,2008,Fighting,Namco Bandai Games,0.46,0.31,0.09,0.14,1
1739,Naruto: Ultimate Ninja Storm,PS3,2009,Misc,Activision,0.51,0.39,0,0.1,1
1740,DJ Hero,X360,2000,Misc,Sony Computer Entertainment,0.55,0.38,0,0.07,1
1741,Jampack Winter 2000,PS,2008,Action,LucasArts,0.41,0.36,0,0.22,1
1742,Star Wars: The Force Unleashed,PSP,2000,Sports,Microsoft Game Studios,0.74,0.21,0,0.04,0.99
1743,NFL Fever 2002,XB,2003,Racing,Vivendi Games,0.77,0.2,0,0.03,0.99
1744,The Simpsons: Hit & Run,GC,1998,Platform,GT Interactive,0.55,0.38,0,0.06,0.99
1745,Oddworld: Abe's Exoddus,PS,2007,Misc,Sony Computer Entertainment,0.42,0.47,0,0.1,0.99
1746,SingStar,PS3,2000,Action,Sony Computer Entertainment,0.3,0.23,0.38,0.08,0.99
1747,The Bouncer,PS2,2005,Platform,Sega,0.76,0.2,0,0.03,0.99
1748,Shadow The Hedgehog,GC,2008,Strategy,Electronic Arts,0,0.93,0,0.06,0.99
1749,Spore,PC,2011,Role-Playing,Electronic Arts,0.63,0.25,0.01,0.09,0.99
1750,Dragon Age II,X360,2009,Shooter,Capcom,0.43,0.28,0.2,0.08,0.98
1751,Resident Evil: The Darkside Chronicles,Wii,2010,Simulation,Activision,0.63,0.26,0,0.09,0.98
1752,ZhuZhu Pets,DS,2007,Action,Electronic Arts,0.52,0.36,0,0.1,0.98
1753,The Simpsons Game,X360,2008,Sports,Konami Digital Entertainment,0.02,0.53,0.19,0.25,0.98
1754,Pro Evolution Soccer 2008,PSP,2005,Platform,Nintendo,0.67,0.03,0.21,0.07,0.98
1755,Super Princess Peach,DS,2011,Platform,Sega,0.35,0.44,0.02,0.17,0.98
1756,Sonic Generations,PS3,2005,Misc,Nintendo,0.5,0.19,0.28,0.02,0.98
1757,Mario Party Advance,GBA,2005,Racing,Sony Computer Entertainment,0.44,0.33,0,0.21,0.98
1758,WipEout Pure,PSP,1993,Puzzle,Nintendo,0.62,0.13,0.21,0.02,0.98
1759,Tetris 2,NES,2009,Adventure,Electronic Arts,0.58,0.3,0,0.1,0.98
1760,MySims Agents,Wii,1998,Racing,Electronic Arts,0.94,0.04,0,0.01,0.98
1761,NASCAR 99,N64,N/A,Shooter,Atari,0.91,0.06,0,0.01,0.98
1762,Air-Sea Battle,2600,N/A,Role-Playing,Unknown,0.29,0.23,0.38,0.08,0.98
1763,Suikoden III,PS2,2013,Action,Square Enix,0.44,0.43,0.01,0.11,0.98
1764,Tomb Raider (2013),X360,2010,Adventure,Warner Bros. Interactive Entertainment,0.44,0.38,0,0.16,0.98
1765,LEGO Harry Potter: Years 1-4,PS3,2007,Shooter,Ubisoft,0.84,0.04,0.02,0.08,0.98
1766,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2009,Sports,Electronic Arts,0.88,0.04,0,0.06,0.98
1767,Madden NFL 10,PS2,2008,Sports,Konami Digital Entertainment,0.11,0.75,0.03,0.09,0.98
1768,PES 2009: Pro Evolution Soccer,X360,2010,Shooter,Sega,0.38,0.43,0,0.17,0.98
1769,Aliens vs Predator,PS3,2008,Action,Tecmo Koei,0.63,0.21,0.05,0.09,0.98
1770,Ninja Gaiden II,X360,2012,Action,THQ,0.41,0.4,0,0.17,0.97
1771,WWE '13,PS3,2007,Action,Electronic Arts,0.44,0.43,0,0.11,0.97
1772,The Simpsons Game,Wii,2007,Shooter,Electronic Arts,0.25,0.53,0,0.2,0.97
1773,The Orange Box,PS3,2010,Action,THQ,0.62,0.25,0.01,0.09,0.97
1774,Darksiders,X360,2011,Platform,Disney Interactive Studios,0.53,0.31,0.04,0.09,0.97
1775,Cars 2,DS,2005,Sports,Electronic Arts,0.73,0.21,0,0.03,0.97
1776,NCAA Football 06,XB,2008,Platform,THQ,0.48,0.39,0,0.1,0.97
1777,Wall-E,Wii,2003,Strategy,Nintendo,0.49,0.18,0.29,0.01,0.97
1778,Fire Emblem,GBA,2010,Action,Take-Two Interactive,0.36,0.39,0.06,0.16,0.97
1779,Red Dead Redemption: Undead Nightmare,PS3,2011,Shooter,Bethesda Softworks,0.54,0.32,0.01,0.1,0.97
1780,Brink,X360,2009,Racing,THQ,0.6,0.28,0,0.09,0.97
1781,Cars: Race-O-Rama,Wii,2003,Sports,Electronic Arts,0.47,0.37,0,0.12,0.97
1782,NHL 2004,PS2,2007,Fighting,Atari,0.31,0.32,0.26,0.08,0.97
1783,Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97
1784,Grand Theft Auto: Vice City Stories,PS2,2007,Fighting,THQ,0.37,0.49,0,0.11,0.97
1785,WWE SmackDown vs Raw 2008,Wii,2004,Sports,Electronic Arts,0.33,0.6,0,0.04,0.97
1786,FIFA Soccer 2005,XB,2008,Adventure,Ubisoft,0.52,0.33,0.02,0.1,0.97
1787,Prince of Persia,X360,2008,Puzzle,Ubisoft,0.16,0.77,0,0.04,0.97
1788,Puzzler Collection,DS,2009,Adventure,Take-Two Interactive,0.25,0.44,0.03,0.25,0.97
1789,Grand Theft Auto: Chinatown Wars,PSP,1992,Role-Playing,Square,0,0,0.97,0,0.97
1790,Romancing SaGa,SNES,1981,Platform,Atari,0.9,0.05,0,0.01,0.97
1791,Donkey Kong Junior,2600,2006,Action,LucasArts,0.75,0.19,0,0.03,0.97
1792,LEGO Star Wars II: The Original Trilogy,GC,2000,Shooter,Electronic Arts,0.54,0.37,0,0.06,0.97
1793,Medal of Honor: Underground,PS,2002,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96
1794,Dark Cloud 2,PS2,2006,Platform,Sega,0.4,0.46,0,0.11,0.96
1795,Sonic the Hedgehog,X360,2010,Misc,Ubisoft,0.23,0.62,0,0.12,0.96
1796,Dance on Broadway,Wii,1999,Misc,Sony Computer Entertainment,0.54,0.36,0,0.06,0.96
1797,Jampack Summer '99,PS,2006,Simulation,Namco Bandai Games,0.09,0,0.86,0.01,0.96
1798,Tamagotchi Connection: Corner Shop 2,DS,2009,Sports,Electronic Arts,0.23,0.63,0,0.11,0.96
1799,FIFA Soccer 10,Wii,1999,Simulation,Konami Digital Entertainment,0,0,0.9,0.06,0.96
1800,Dance Dance Revolution 2nd ReMIX,PS,2011,Sports,Electronic Arts,0.89,0,0,0.07,0.96
1801,NCAA Football 12,X360,2010,Role-Playing,Bethesda Softworks,0.51,0.33,0,0.12,0.96
1802,Fallout: New Vegas,PC,1996,Fighting,GT Interactive,0.72,0.22,0,0.02,0.96
1803,Mortal Kombat Trilogy,N64,1986,Shooter,Hudson Soft,0.32,0.06,0.57,0.01,0.96
1804,Star Soldier,NES,2005,Strategy,Sega,0.86,0.02,0.01,0.07,0.96
1805,Zoo Tycoon DS,DS,2000,Sports,Electronic Arts,0.47,0.37,0,0.12,0.96
1806,NHL 2001,PS2,2002,Platform,Sega,0.36,0.28,0.22,0.09,0.96
1807,Shinobi,PS2,2002,Fighting,Midway Games,0.77,0.15,0,0.04,0.96
1808,Mortal Kombat: Deadly Alliance,XB,2008,Misc,GSP,0.22,0.64,0,0.09,0.96
1809,Junior Brain Trainer,DS,2004,Sports,Global Star,0.88,0.04,0,0.04,0.95
1810,ESPN NBA 2K5,XB,2008,Simulation,Electronic Arts,0.57,0.29,0,0.09,0.95
1811,Littlest Pet Shop: Winter,DS,2012,Shooter,Bethesda Softworks,0.45,0.32,0.03,0.15,0.95
1812,Dishonored,PS3,N/A,Misc,Unknown,0.47,0.36,0,0.12,0.95
1813,Wheel of Fortune,PS2,2011,Action,Sony Computer Entertainment,0.37,0.36,0.13,0.09,0.95
1814,Uncharted: Golden Abyss,PSV,2004,Misc,Crave Entertainment,0.8,0.03,0,0.13,0.95
1815,World Championship Poker,PS2,2005,Adventure,Ubisoft,0.36,0.45,0,0.14,0.95
1816,Tom Clancy's Splinter Cell: Chaos Theory,PS2,2003,Platform,THQ,0.74,0.19,0,0.03,0.95
1817,SpongeBob SquarePants: Battle for Bikini Bottom,GC,1996,Role-Playing,Sony Computer Entertainment,0.26,0.17,0.46,0.06,0.95
1818,Wild ARMs,PS,2000,Strategy,Electronic Arts,0.27,0.21,0.41,0.07,0.95
1819,Kessen,PS2,2003,Misc,Konami Digital Entertainment,0.68,0.25,0,0.02,0.95
1820,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,GBA,2012,Action,Square Enix,0,0,0.95,0,0.95
1821,Dragon Quest Monsters: Terry's Wonderland 3D,3DS,1999,Sports,Electronic Arts,0.53,0.36,0,0.06,0.95
1822,NCAA Football 2000,PS,2007,Simulation,Atari,0.65,0.02,0.22,0.06,0.95
1823,Ace Combat 6: Fires of Liberation,X360,2009,Strategy,Sega,0,0.86,0,0.09,0.95
1824,Empire: Total War,PC,2007,Sports,Electronic Arts,0.87,0,0,0.07,0.95
1825,Madden NFL 08,PS3,2006,Role-Playing,Capcom,0.38,0,0.53,0.03,0.95
1826,Mega Man Star Force Dragon / Leo / Pegasus,DS,2006,Adventure,Sony Computer Entertainment,0.3,0.42,0,0.22,0.94
1827,Gangs of London,PSP,2011,Shooter,Electronic Arts,0.56,0.28,0.01,0.09,0.94
1828,Bulletstorm,X360,2006,Simulation,Namco Bandai Games,0.36,0.28,0.12,0.18,0.94
1829,Ace Combat X: Skies of Deception,PSP,2004,Shooter,Sony Computer Entertainment,0.79,0.03,0,0.13,0.94
1830,Killzone,PS2,2003,Racing,Codemasters,0.01,0.71,0.01,0.21,0.94
1831,Colin McRae Rally 04,PS2,2004,Platform,THQ,0.73,0.19,0,0.03,0.94
1832,The SpongeBob SquarePants Movie,GC,2012,Action,Warner Bros. Interactive Entertainment,0.49,0.36,0,0.1,0.94
1833,LEGO Batman 2: DC Super Heroes,X360,2012,Strategy,Nintendo,0.25,0.08,0.5,0.11,0.94
1834,Fire Emblem: Kakusei,3DS,1996,Misc,GT Interactive,0.52,0.36,0,0.06,0.94
1835,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,PS,2003,Action,Konami Digital Entertainment,0.46,0.36,0,0.12,0.94
1836,Castlevania: Lament of Innocence,PS2,2008,Shooter,Ubisoft,0.47,0.3,0.02,0.14,0.94
1837,Haze,PS3,2008,Racing,Take-Two Interactive,0.5,0.26,0,0.18,0.94
1838,Midnight Club: LA Remix,PSP,2011,Adventure,Sony Computer Entertainment,0.47,0.23,0.13,0.11,0.94
1839,The ICO & Shadow of the Colossus Collection,PS3,2012,Sports,Electronic Arts,0.87,0,0,0.07,0.94
1840,NCAA Football 13,X360,2005,Adventure,THQ,0.78,0.03,0,0.13,0.94
1841,Destroy All Humans!,PS2,2008,Action,Koch Media,0.64,0.21,0,0.09,0.94
1842,Ben 10: Alien Force,DS,2005,Sports,Electronic Arts,0.7,0.2,0,0.03,0.94
1843,MVP Baseball 2005,XB,1999,Role-Playing,Square,0.1,0.07,0.71,0.06,0.94
1844,SaGa Frontier 2,PS,2011,Sports,Ubisoft,0.55,0.29,0,0.09,0.94
1845,Your Shape: Fitness Evolved 2012,X360,2012,Sports,Sega,0.15,0.46,0.27,0.06,0.94
1846,Mario & Sonic at the London 2012 Olympic Games,3DS,1999,Sports,Sony Computer Entertainment,0.52,0.35,0,0.06,0.94
1847,MLB 2000,PS,2006,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94
1848,Bully,PS2,2003,Adventure,Ubisoft,0.57,0.33,0,0.04,0.94
1849,Prince of Persia: The Sands of Time,XB,2003,Sports,Sony Computer Entertainment,0.46,0.36,0,0.12,0.94
1850,Hot Shots Golf Fore!,PS2,2006,Sports,Sony Computer Entertainment,0.78,0.03,0,0.13,0.94
1851,MLB 06: The Show,PS2,2002,Sports,Electronic Arts,0.46,0.36,0,0.12,0.93
1852,NHL 2003,PS2,2005,Racing,N/A,0.67,0.25,0,0.02,0.93
1853,Monster Trucks / Quad Desert Fury Double Value!,GBA,2002,Sports,Activision,0.59,0.3,0,0.04,0.93
1854,Tony Hawk's Pro Skater 4,XB,2012,Shooter,Electronic Arts,0.33,0.39,0.05,0.16,0.93
1855,Medal of Honor: Warfighter,PS3,2010,Sports,Ubisoft,0.58,0.26,0,0.09,0.93
1856,Gold's Gym: Dance Workout,Wii,2004,Misc,THQ,0.67,0.25,0,0.02,0.93
1857,2 Games in 1 Double Pack: Finding Nemo / Monsters Inc.,GBA,1981,Action,Parker Bros.,0.87,0.05,0,0.01,0.93
1858,Spider-Man,2600,1987,Platform,Konami Digital Entertainment,0.45,0.06,0.42,0,0.93
1859,Castlevania II: Simon's Quest,NES,1991,Platform,Capcom,0.51,0.09,0.32,0.01,0.93
1860,Mega Man 4,NES,1999,Platform,Activision,0.71,0.2,0,0.01,0.93
1861,Toy Story 2: Buzz Lightyear to the Rescue!,N64,N/A,Platform,Unknown,0.67,0.25,0,0.02,0.93
1862,Teenage Mutant Ninja Turtles,GBA,2007,Sports,Sony Computer Entertainment,0.77,0.03,0,0.13,0.93
1863,MLB 07: The Show,PS2,2006,Racing,THQ,0.72,0.19,0,0.03,0.93
1864,Cars,GC,2009,Platform,Sega,0.51,0.31,0.01,0.1,0.93
1865,Sonic and the Black Knight,Wii,2010,Role-Playing,Level 5,0,0,0.93,0,0.93
1866,Inazuma Eleven 3: Sekai e no Chousen!! Bomber / Spark,DS,2012,Sports,Electronic Arts,0.06,0.65,0,0.22,0.93
1867,FIFA Street,PS3,1999,Racing,Crave Entertainment,0.52,0.35,0,0.06,0.93
1868,SnoCross Championship Racing,PS,2008,Sports,Ubisoft,0.28,0.53,0,0.11,0.93
1869,My Weight Loss Coach,DS,2003,Platform,Konami Digital Entertainment,0.45,0.35,0,0.12,0.92
1870,Teenage Mutant Ninja Turtles,PS2,2001,Simulation,Titus,0.45,0.35,0,0.12,0.92
1871,Top Gun: Combat Zones,PS2,2009,Racing,Codemasters,0.26,0.48,0,0.18,0.92
1872,DiRT 2,PS3,2000,Action,Electronic Arts,0.51,0.35,0,0.06,0.92
1873,007: The World is not Enough,PS,2007,Simulation,Game Factory,0.85,0,0,0.07,0.92
1874,Build-A-Bear Workshop,DS,1997,Sports,Electronic Arts,0.51,0.35,0,0.06,0.92
1875,NHL 98,PS,2011,Action,LucasArts,0.5,0.32,0,0.09,0.92
1876,LEGO Star Wars III: The Clone Wars,DS,2010,Action,Disney Interactive Studios,0.44,0.34,0,0.14,0.92
1877,Toy Story 3: The Video Game,PS3,2009,Sports,Activision,0.68,0.16,0,0.08,0.92
1878,Tony Hawk: RIDE,Wii,1996,Sports,Acclaim Entertainment,0.51,0.35,0,0.06,0.92
1879,Space Jam,PS,2009,Sports,Electronic Arts,0.85,0,0,0.07,0.92
1880,NCAA Football 10,X360,2010,Racing,Sega,0.39,0.43,0,0.1,0.92
1881,Sonic & SEGA All-Stars Racing,DS,1999,Fighting,Electronic Arts,0.63,0.27,0,0.02,0.92
1882,Knockout Kings 2000,N64,1985,Platform,Nintendo,0.39,0.09,0.43,0.01,0.92
1883,Balloon Fight,NES,2010,Action,Take-Two Interactive,0.45,0.36,0.02,0.09,0.92
1884,Red Dead Redemption: Undead Nightmare,X360,2010,Racing,Sega,0.59,0.24,0,0.09,0.92
1885,Sonic Free Riders,X360,2009,Adventure,Disney Interactive Studios,0.5,0.3,0.02,0.09,0.92
1886,Disney Fairies: Tinker Bell and the Lost Treasure,DS,N/A,Action,Warner Bros. Interactive Entertainment,0.52,0.3,0,0.09,0.92
1887,LEGO Harry Potter: Years 5-7,Wii,2006,Racing,Sega,0.71,0.18,0,0.03,0.92
1888,Sonic Riders,GC,2003,Racing,Empire Interactive,0.45,0.35,0,0.12,0.92
1889,Starsky & Hutch,PS2,1996,Fighting,Sony Computer Entertainment,0.12,0.08,0.66,0.06,0.92
1890,Tobal No.1,PS,2011,Fighting,Capcom,0.43,0.28,0.14,0.07,0.92
1891,Super Street Fighter IV: 3D Edition,3DS,2008,Platform,THQ,0.46,0.35,0,0.1,0.91
1892,de Blob,Wii,2002,Sports,Activision,0.45,0.35,0,0.12,0.91
1893,Street Hoops,PS2,2009,Action,Electronic Arts,0.59,0.24,0,0.09,0.91
1894,Brutal Legend,X360,2002,Sports,Electronic Arts,0.45,0.35,0,0.12,0.91
1895,Knockout Kings 2002,PS2,2003,Racing,Genki,0.35,0.27,0.21,0.09,0.91
1896,Tokyo Xtreme Racer 3,PS2,2008,Platform,Sega,0.5,0.28,0.01,0.12,0.91
1897,Sonic Unleashed,PS3,1998,Platform,Hasbro Interactive,0.72,0.17,0,0.01,0.91
1898,Glover,N64,2000,Racing,Codemasters,0.02,0.8,0.02,0.07,0.91
1899,Colin McRae Rally 2.0,PS,2006,Action,THQ,0.55,0.21,0,0.16,0.91
1900,SpongeBob SquarePants: The Yellow Avenger,PSP,N/A,Misc,Unknown,0.77,0.11,0,0.04,0.91
1901,Namco Museum,XB,1994,Simulation,Hudson Soft,0,0,0.91,0,0.91
1902,Super Momotarou Dentetsu III,SNES,2012,Action,Activision,0.6,0.31,0,0,0.91
1903,Skylanders Giants,X360,2004,Misc,Sega,0.61,0.26,0,0.04,0.91
1904,Sonic Mega Collection Plus,XB,2012,Strategy,Nintendo,0.48,0.02,0.36,0.04,0.91
1905,Pokemon + Nobunaga no Yabou,DS,2006,Racing,THQ,0.81,0.02,0,0.07,0.91
1906,Cars,DS,2002,Sports,Electronic Arts,0.44,0.35,0,0.12,0.9
1907,Tiger Woods PGA Tour 2002,PS2,2011,Platform,Sega,0.46,0.35,0,0.09,0.9
1908,Sonic Generations,X360,2007,Sports,Bethesda Softworks,0.83,0,0,0.07,0.9
1909,AMF Bowling Pinbusters!,Wii,1996,Racing,ASCII Entertainment,0,0,0.9,0,0.9
1910,Mini-Yonku Shining Scorpion: Let's & Go!!,SNES,2004,Sports,Sony Computer Entertainment,0.44,0.35,0,0.12,0.9
1911,MLB 2005,PS2,2005,Racing,Electronic Arts,0.75,0.03,0,0.12,0.9
1912,Burnout Revenge,PS2,2006,Racing,THQ,0.82,0.01,0,0.07,0.9
1913,Cars,Wii,1995,Racing,Psygnosis,0.5,0.34,0,0.06,0.9
1914,Destruction Derby,PS,2009,Racing,Sony Computer Entertainment,0.13,0.51,0,0.26,0.9
1915,MotorStorm: Arctic Edge,PSP,2007,Adventure,Capcom,0.23,0.01,0.64,0.02,0.9
1916,Apollo Justice: Ace Attorney,DS,1999,Action,989 Studios,0.5,0.34,0,0.06,0.9
1917,3Xtreme,PS,2006,Sports,Sony Computer Entertainment,0.17,0.13,0.55,0.05,0.9
1918,Hot Shots Tennis,PS2,2012,Shooter,Activision,0.31,0.45,0,0.14,0.9
1919,Call of Duty: Black Ops II,PC,2003,Platform,Sega,0.41,0.43,0.01,0.05,0.9
1920,Sonic Heroes,XB,1998,Sports,Electronic Arts,0.84,0.05,0,0.01,0.9
1921,Madden NFL 99,N64,2008,Misc,Activision,0.67,0.13,0,0.1,0.9
1922,Guitar Hero: Aerosmith,PS3,2007,Platform,Activision,0.74,0.03,0.01,0.12,0.9
1923,Spider-Man 3,PS2,2002,Shooter,Electronic Arts,0.65,0.22,0,0.03,0.9
1924,James Bond 007: Agent Under Fire,XB,2009,Misc,Activision,0.54,0.26,0,0.09,0.9
1925,Band Hero,Wii,2004,Role-Playing,Activision,0.62,0.24,0,0.04,0.9
1926,X-Men Legends,XB,2004,Sports,Electronic Arts,0.81,0.05,0,0.04,0.9
1927,NBA Live 2005,XB,2003,Sports,Electronic Arts,0.44,0.34,0,0.11,0.9
1928,Harry Potter: Quidditch World Cup,PS2,2009,Sports,Take-Two Interactive,0.82,0.01,0,0.07,0.9
1929,NBA 2K10,X360,2010,Sports,Electronic Arts,0.83,0,0,0.07,0.9
1930,NCAA Football 11,X360,2005,Platform,Activision,0.62,0.24,0,0.03,0.89
1931,Madagascar,GBA,2009,Misc,Activision,0.39,0.41,0,0.1,0.89
1932,Guitar Hero: Metallica,Wii,N/A,Sports,Unknown,0.74,0.03,0,0.12,0.89
1933,Blitz: The League,PS2,2008,Platform,Activision,0.49,0.31,0,0.09,0.89
1934,Kung Fu Panda,Wii,2009,Action,Ubisoft,0.3,0.43,0,0.16,0.89
1935,James Cameron's Avatar: The Game,PS3,2001,Platform,Konami Digital Entertainment,0.6,0.22,0.05,0.02,0.89
1936,Castlevania: Circle of the Moon,GBA,2009,Shooter,Codemasters,0.35,0.43,0.02,0.1,0.89
1937,Operation Flashpoint: Dragon Rising,X360,2005,Sports,Electronic Arts,0.74,0.03,0,0.12,0.89
1938,Tiger Woods PGA Tour 06,PS2,2013,Action,Konami Digital Entertainment,0.25,0.15,0.42,0.07,0.89
1939,Metal Gear Rising: Revengeance,PS3,2004,Adventure,Nintendo,0.46,0.17,0.24,0.02,0.89
1940,Classic NES Series: The Legend of Zelda,GBA,2004,Strategy,Nintendo,0.42,0.16,0.3,0.02,0.89
1941,Fire Emblem: The Sacred Stones,GBA,2001,Strategy,Nintendo,0,0,0.89,0,0.89
1942,Pokémon Card GB2: GRdan Sanjou,GB,2012,Misc,Ubisoft,0.69,0.13,0,0.07,0.89
1943,Just Dance 4,X360,2003,Action,THQ,0.69,0.18,0,0.02,0.89
1944,Finding Nemo,GC,1997,Simulation,Sony Computer Entertainment,0.16,0.11,0.56,0.06,0.89
1945,Ace Combat 2,PS,2001,Sports,Sega,0.44,0.34,0,0.11,0.89
1946,NFL 2K2,PS2,2005,Simulation,Electronic Arts,0.8,0.02,0,0.07,0.89
1947,The Sims 2,DS,2000,Sports,Sony Computer Entertainment,0.49,0.34,0,0.06,0.89
1948,MLB 2001,PS,2011,Misc,Ubisoft,0.68,0.12,0.01,0.08,0.89
1949,Rocksmith,X360,2006,Misc,Sony Computer Entertainment,0,0.68,0,0.2,0.89
1950,SingStar Anthems,PS2,1995,Role-Playing,Square,0,0,0.89,0,0.89
1951,Seiken Densetsu 3,SNES,2008,Fighting,THQ,0.48,0.28,0.01,0.12,0.89
1952,WWE SmackDown vs. Raw 2009,PS3,2008,Adventure,Activision,0.39,0.35,0,0.15,0.88
1953,LEGO Indiana Jones: The Original Adventures,PS3,1996,Platform,Capcom,0.44,0.3,0.09,0.06,0.88
1954,Mega Man 8 Anniversary Collector's Edition,PS,2008,Fighting,THQ,0.56,0.24,0,0.08,0.88
1955,WWE SmackDown vs. Raw 2009,X360,2008,Role-Playing,Sega,0.16,0.05,0.63,0.04,0.88
1956,Phantasy Star Portable,PSP,2005,Action,Take-Two Interactive,0.43,0.34,0,0.11,0.88
1957,NBA 2K6,PS2,2007,Misc,Sony Computer Entertainment,0.32,0.44,0,0.11,0.88
1958,Buzz! The Mega Quiz,PS2,1996,Shooter,Bullet Proof Software,0.49,0.33,0,0.06,0.88
1959,Star Wars: Rebel Assault II - The Hidden Empire,PS,2008,Strategy,Ubisoft,0.55,0.24,0.01,0.09,0.88
1960,Tom Clancy's EndWar,X360,N/A,Adventure,Sega,0.12,0.09,0.63,0.04,0.88
1961,Yakuza 4,PS3,2008,Adventure,Ubisoft,0.36,0.42,0,0.1,0.88
1962,CSI: Hard Evidence,Wii,2004,Sports,Global Star,0.43,0.33,0,0.11,0.88
1963,ESPN NHL 2K5,PS2,2008,Puzzle,Midway Games,0.3,0.48,0,0.1,0.88
1964,TouchMaster 2,DS,2003,Simulation,Microsoft Game Studios,0.65,0.19,0,0.03,0.87
1965,Crimson Skies: High Road to Revenge,XB,2001,Shooter,Take-Two Interactive,0.49,0.33,0,0.06,0.87
1966,Spec Ops: Ranger Elite,PS,1995,Platform,Crystal Dynamics,0.49,0.33,0,0.06,0.87
1967,Gex,PS,1994,Sports,ASCII Entertainment,0,0,0.87,0,0.87
1968,Derby Stallion II,SNES,2003,Shooter,Ubisoft,0.61,0.24,0,0.03,0.87
1969,Tom Clancy's Ghost Recon: Island Thunder,XB,1997,Racing,Infogrames,0.43,0.29,0.09,0.06,0.87
1970,Need for Speed: V-Rally,PS,2008,Role-Playing,Square Enix,0.73,0.03,0,0.12,0.87
1971,Kingdom Hearts Re: Chain of Memories,PS2,2009,Adventure,Activision,0.55,0.24,0,0.08,0.87
1972,LEGO Indiana Jones 2: The Adventure Continues,X360,2011,Platform,Nintendo,0.38,0.05,0.4,0.04,0.87
1973,Kirby: Mass Attack,DS,1996,Sports,Sony Computer Entertainment,0.48,0.33,0,0.06,0.87
1974,NFL GameDay '97,PS,2006,Sports,Activision,0.72,0.03,0,0.12,0.87
1975,Tony Hawk's Project 8,PS2,1998,Sports,Electronic Arts,0.48,0.33,0,0.06,0.87
1976,NHL 2000,PS,2008,Shooter,Ubisoft,0.41,0.32,0,0.14,0.87
1977,Brothers in Arms: Hell's Highway,PS3,2012,Action,Sega,0,0.7,0,0.17,0.87
1978,Football Manager 2013,PC,2005,Fighting,Electronic Arts,0.72,0.03,0,0.12,0.87
1979,Fight Night Round 2,PS2,2002,Shooter,Gotham Games,0.48,0.37,0,0.02,0.87
1980,Conflict: Desert Storm,XB,2008,Sports,Atari,0.36,0.28,0.15,0.08,0.87
