"","inputfile","numberoftweets","linkpresencepercentage","hashpresencepercentage","mentionpresencepercentage","replytopresencepercentage","rtpresencepercentage","Freq"
"1","londonsample.csv","614899","0.263713227700809","0.995412254695487","0.458254119782273","0.0391056092138709","0.34064618742265",1
