"txt","person","inDegree","outDegree","betweenness","totalDegree","timeperiod","timeperiodNum"
NA,"vijaydev","9","12","80.782443049813","21","all-fixed.csv","7"
NA,"waseem","1","0","0","1","all-fixed.csv","7"
NA,"wycats","3","1","1.80570052582437","4","all-fixed.csv","7"
NA,"zenprogrammer","13","5","344.373077196263","18","all-fixed.csv","7"
"110","abhijeetmisra","0","1","0","1","all-fixed.csv","8"
NA,"acapilleri","10","5","214.518091599888","15","all-fixed.csv","8"
NA,"aderyabin","27","9","214.87863172621","36","all-fixed.csv","8"
NA,"aliix","4","2","1.62682593271184","6","all-fixed.csv","8"
NA,"amatsuda","4","3","31.034925366543","7","all-fixed.csv","8"
NA,"amrnt","0","1","0","1","all-fixed.csv","8"
NA,"andrewle","0","1","0","1","all-fixed.csv","8"
NA,"Antiarchitect","16","11","145.731858400077","27","all-fixed.csv","8"
NA,"arunagw","13","19","393.391554323713","32","all-fixed.csv","8"
NA,"Aupajo","0","1","0","1","all-fixed.csv","8"
NA,"bcardarella","19","8","1446.0693394331","27","all-fixed.csv","8"
NA,"bobbytables","4","1","2.20249627711681","5","all-fixed.csv","8"
NA,"bogdan","0","1","0","1","all-fixed.csv","8"
NA,"bopm","2","0","0","2","all-fixed.csv","8"
NA,"bploetz","3","4","0","7","all-fixed.csv","8"
NA,"bradediger","1","1","0","2","all-fixed.csv","8"
NA,"carlosantoniodasilva","19","26","570.853795659073","45","all-fixed.csv","8"
NA,"charley","0","1","0","1","all-fixed.csv","8"
NA,"chloerei","0","1","0","1","all-fixed.csv","8"
NA,"chrisjpowers","0","1","0","1","all-fixed.csv","8"
NA,"CodeOfficer","0","1","0","1","all-fixed.csv","8"
NA,"coorasse","0","1","0","1","all-fixed.csv","8"
NA,"coryschires","0","1","0","1","all-fixed.csv","8"
NA,"davidcells","1","0","0","1","all-fixed.csv","8"
NA,"dazuma","1","0","0","1","all-fixed.csv","8"
NA,"dhh","0","1","0","1","all-fixed.csv","8"
NA,"diminish7","13","3","11","16","all-fixed.csv","8"
NA,"dkoprov","0","1","0","1","all-fixed.csv","8"
NA,"dkubb","0","1","0","1","all-fixed.csv","8"
NA,"dmathieu","2","1","20.9581662357468","3","all-fixed.csv","8"
NA,"dreamfall","0","1","0","1","all-fixed.csv","8"
NA,"drewblas","0","2","0","2","all-fixed.csv","8"
NA,"drogus","13","23","249.439442790681","36","all-fixed.csv","8"
NA,"eirc","0","1","0","1","all-fixed.csv","8"
NA,"Empact","4","1","0","5","all-fixed.csv","8"
NA,"erichmenge","0","3","0","3","all-fixed.csv","8"
NA,"ernie","1","2","11.2916239316239","3","all-fixed.csv","8"
NA,"flackou","0","1","0","1","all-fixed.csv","8"
NA,"floehopper","0","2","0","2","all-fixed.csv","8"
NA,"frodsan","1","2","2.20249627711681","3","all-fixed.csv","8"
NA,"fxn","19","23","379.127274115806","42","all-fixed.csv","8"
NA,"garygreyling","0","1","0","1","all-fixed.csv","8"
NA,"gazay","49","12","275.294135562091","61","all-fixed.csv","8"
NA,"george","0","1","0","1","all-fixed.csv","8"
NA,"german","0","1","0","1","all-fixed.csv","8"
NA,"gmcnaughton","1","0","0","1","all-fixed.csv","8"
NA,"guilleiguaran","0","2","0","2","all-fixed.csv","8"
NA,"headius","3","1","0","4","all-fixed.csv","8"
NA,"hoenth","0","1","0","1","all-fixed.csv","8"
NA,"homakov","1","1","0","2","all-fixed.csv","8"
NA,"hube","1","0","0","1","all-fixed.csv","8"
NA,"HugoLnx","4","2","1.03308951584814","6","all-fixed.csv","8"
NA,"isaacsanders","2","2","5.32348484848485","4","all-fixed.csv","8"
NA,"ivanacostarubio","0","1","0","1","all-fixed.csv","8"
NA,"jacobo","9","2","122.843918804778","11","all-fixed.csv","8"
NA,"jamesarosen","0","1","0","1","all-fixed.csv","8"
NA,"jeremy","25","54","774.013817941483","79","all-fixed.csv","8"
NA,"jeremyf","3","6","9.33047827805856","9","all-fixed.csv","8"
NA,"jmoline","0","2","0","2","all-fixed.csv","8"
NA,"joevandyk","1","1","0","2","all-fixed.csv","8"
NA,"jonleighton","13","15","148.103742082827","28","all-fixed.csv","8"
NA,"jordoh","1","1","0","2","all-fixed.csv","8"
NA,"josevalim","24","25","1562.29598802865","49","all-fixed.csv","8"
NA,"joshsz","0","1","0","1","all-fixed.csv","8"
NA,"kennyj","23","19","120.415242837237","42","all-fixed.csv","8"
NA,"kevmoo","4","4","0","8","all-fixed.csv","8"
NA,"kirs","0","2","0","2","all-fixed.csv","8"
NA,"larzconwell","3","6","0.7","9","all-fixed.csv","8"
NA,"leehambley","0","2","0","2","all-fixed.csv","8"
NA,"luislavena","1","0","0","1","all-fixed.csv","8"
NA,"marpo60","7","1","105.84","8","all-fixed.csv","8"
NA,"mildmojo","0","1","0","1","all-fixed.csv","8"
NA,"mperham","0","1","0","1","all-fixed.csv","8"
NA,"MSch","1","0","0","1","all-fixed.csv","8"
NA,"mvanholstyn","0","1","0","1","all-fixed.csv","8"
NA,"nashby","7","2","63.2542598734035","9","all-fixed.csv","8"
NA,"nerdEd","0","1","0","1","all-fixed.csv","8"
NA,"nfm","0","1","0","1","all-fixed.csv","8"
NA,"oscardelben","0","4","0","4","all-fixed.csv","8"
NA,"PavelDemyanenko","0","2","0","2","all-fixed.csv","8"
NA,"pixeltrix","3","2","0","5","all-fixed.csv","8"
NA,"pkananen","0","1","0","1","all-fixed.csv","8"
NA,"rafaelfranca","20","38","1241.95686983748","58","all-fixed.csv","8"
NA,"rdammkoehler","0","1","0","1","all-fixed.csv","8"
NA,"rkh","0","1","0","1","all-fixed.csv","8"
NA,"rohit","1","2","0","3","all-fixed.csv","8"
NA,"route","8","9","406.509285822763","17","all-fixed.csv","8"
NA,"samsoffes","1","2","0","3","all-fixed.csv","8"
NA,"searls","0","1","0","1","all-fixed.csv","8"
NA,"seeflanigan","0","1","0","1","all-fixed.csv","8"
NA,"sferik","1","0","0","1","all-fixed.csv","8"
NA,"shannonrush","0","1","0","1","all-fixed.csv","8"
NA,"shedd","0","1","0","1","all-fixed.csv","8"
NA,"shime","0","1","0","1","all-fixed.csv","8"
NA,"sikachu","1","3","6.94057400069408","4","all-fixed.csv","8"
NA,"sobrinho","1","1","0","2","all-fixed.csv","8"
NA,"spastorino","4","3","91.6077876634398","7","all-fixed.csv","8"
NA,"steveklabnik","3","3","890.581818181818","6","all-fixed.csv","8"
NA,"subelsky","18","2","749","20","all-fixed.csv","8"
NA,"tenderlove","15","10","356.298294867504","25","all-fixed.csv","8"
NA,"Tigraine","0","1","0","1","all-fixed.csv","8"
NA,"timtyrrell","0","1","0","1","all-fixed.csv","8"
NA,"TimWalker","0","1","0","1","all-fixed.csv","8"
NA,"tonytonyjan","4","1","0","5","all-fixed.csv","8"
NA,"travisbot","0","2","0","2","all-fixed.csv","8"
NA,"travisjeffery","1","1","0","2","all-fixed.csv","8"
NA,"twinturbo","4","5","4.69446162303305","9","all-fixed.csv","8"
NA,"vijaydev","2","4","5.63622816101016","6","all-fixed.csv","8"
NA,"waugh","0","1","0","1","all-fixed.csv","8"
NA,"wycats","1","0","0","1","all-fixed.csv","8"
"87","acapilleri","37","33","362.61256000344","70","all-fixed.csv","9"
NA,"Agis-","0","1","0","1","all-fixed.csv","9"
NA,"alanhogan","0","1","0","1","all-fixed.csv","9"
NA,"alexeymuranov","3","5","1.74949457108975","8","all-fixed.csv","9"
NA,"Antiarchitect","21","14","10.5233076631451","35","all-fixed.csv","9"
NA,"arunagw","15","14","331.675409182114","29","all-fixed.csv","9"
NA,"bartvandendriessche","2","1","0","3","all-fixed.csv","9"
NA,"bcardarella","4","8","0.689672703766657","12","all-fixed.csv","9"
NA,"blakesmith","5","2","4.4906162464986","7","all-fixed.csv","9"
NA,"bogdan","25","16","237.905485927839","41","all-fixed.csv","9"
NA,"bopm","3","0","0","3","all-fixed.csv","9"
NA,"carlosantoniodasilva","46","60","854.79442855249","106","all-fixed.csv","9"
NA,"carlosgaldino","13","6","68","19","all-fixed.csv","9"
NA,"charliesome","2","1","0","3","all-fixed.csv","9"
NA,"clowder","0","1","0","1","all-fixed.csv","9"
NA,"colszowka","0","1","0","1","all-fixed.csv","9"
NA,"darragh","1","0","0","1","all-fixed.csv","9"
NA,"daveyeu","1","0","0","1","all-fixed.csv","9"
NA,"dmathieu","6","11","45.8390415684146","17","all-fixed.csv","9"
NA,"dominic","0","1","0","1","all-fixed.csv","9"
NA,"drogus","17","14","323.361348810595","31","all-fixed.csv","9"
NA,"edtsech","7","5","19.5614243270261","12","all-fixed.csv","9"
NA,"elia","14","11","44.5061349973542","25","all-fixed.csv","9"
NA,"erichmenge","1","1","0","2","all-fixed.csv","9"
NA,"exviva","1","2","0","3","all-fixed.csv","9"
NA,"frodsan","19","29","530.678979601531","48","all-fixed.csv","9"
NA,"fxn","18","16","226.224700685296","34","all-fixed.csv","9"
NA,"gaurish","1","1","0","2","all-fixed.csv","9"
NA,"gazay","11","7","90.4855730756367","18","all-fixed.csv","9"
NA,"gerwtiz","1","1","0","2","all-fixed.csv","9"
NA,"gmile","1","1","0","2","all-fixed.csv","9"
NA,"goshakkk","0","1","0","1","all-fixed.csv","9"
NA,"guilleiguaran","20","9","608.328379421996","29","all-fixed.csv","9"
NA,"homakov","46","43","549.661170512777","89","all-fixed.csv","9"
NA,"iGEL","6","2","4.86722338918012","8","all-fixed.csv","9"
NA,"iHiD","30","21","0","51","all-fixed.csv","9"
NA,"jackdempsey","0","1","0","1","all-fixed.csv","9"
NA,"jaredbeck","4","2","1.14826989695585","6","all-fixed.csv","9"
NA,"jeremy","62","79","816.849558642639","141","all-fixed.csv","9"
NA,"jeremyf","2","5","1.92999980600413","7","all-fixed.csv","9"
NA,"jfirebaugh","2","0","0","2","all-fixed.csv","9"
NA,"jherdman","0","1","0","1","all-fixed.csv","9"
NA,"joefiorini","15","6","351.82442085155","21","all-fixed.csv","9"
NA,"jonleighton","5","3","7.01178814247277","8","all-fixed.csv","9"
NA,"josevalim","54","62","1061.59662652357","116","all-fixed.csv","9"
NA,"joshk","1","3","41.9613756193577","4","all-fixed.csv","9"
NA,"judearasu","0","1","0","1","all-fixed.csv","9"
NA,"kennyj","12","6","233.802517995535","18","all-fixed.csv","9"
NA,"KensoDev","2","2","0","4","all-fixed.csv","9"
NA,"kot-begemot","3","3","0.453898551293665","6","all-fixed.csv","9"
NA,"kugaevsky","0","1","0","1","all-fixed.csv","9"
NA,"larzconwell","0","1","0","1","all-fixed.csv","9"
NA,"lazylester","5","3","69","8","all-fixed.csv","9"
NA,"lest","1","0","0","1","all-fixed.csv","9"
NA,"Locke23rus","1","1","0","2","all-fixed.csv","9"
NA,"Lte","26","10","37.9611479999933","36","all-fixed.csv","9"
NA,"lucasmazza","0","1","0","1","all-fixed.csv","9"
NA,"marcandre","1","1","0","2","all-fixed.csv","9"
NA,"michaelklishin","2","3","34.8762000878953","5","all-fixed.csv","9"
NA,"mikelikesbikes","1","3","0","4","all-fixed.csv","9"
NA,"mperham","2","1","0.701120448179272","3","all-fixed.csv","9"
NA,"MSNexploder","1","0","0","1","all-fixed.csv","9"
NA,"nashby","14","11","231.748325251025","25","all-fixed.csv","9"
NA,"nertzy","0","1","0","1","all-fixed.csv","9"
NA,"NZKoz","13","7","74.0245974515735","20","all-fixed.csv","9"
NA,"oscardelben","3","4","2.18245738098679","7","all-fixed.csv","9"
NA,"paneq","3","5","0","8","all-fixed.csv","9"
NA,"parndt","4","2","15.1903017062521","6","all-fixed.csv","9"
NA,"paulcoyle","0","1","0","1","all-fixed.csv","9"
NA,"pechorin","2","2","0","4","all-fixed.csv","9"
NA,"pixeltrix","7","7","22.8623355660172","14","all-fixed.csv","9"
NA,"pokonski","1","1","0","2","all-fixed.csv","9"
NA,"rafaelfranca","68","98","1219.89145905984","166","all-fixed.csv","9"
NA,"rajatvig","3","2","0","5","all-fixed.csv","9"
NA,"rapind","0","1","0","1","all-fixed.csv","9"
NA,"route","5","6","19.6311809750355","11","all-fixed.csv","9"
NA,"roytomeij","0","1","0","1","all-fixed.csv","9"
NA,"sikachu","2","4","0.168057799457321","6","all-fixed.csv","9"
NA,"sobrinho","1","1","0","2","all-fixed.csv","9"
NA,"softr8","3","2","0.566387098144068","5","all-fixed.csv","9"
NA,"spastorino","15","18","65.4350906352229","33","all-fixed.csv","9"
NA,"steveklabnik","20","33","484.72427715724","53","all-fixed.csv","9"
NA,"tenderlove","27","17","271.869161295021","44","all-fixed.csv","9"
NA,"twinturbo","5","8","0","13","all-fixed.csv","9"
NA,"vijaydev","16","21","352.634492818546","37","all-fixed.csv","9"
NA,"willbryant","1","1","0","2","all-fixed.csv","9"
NA,"wycats","1","0","0","1","all-fixed.csv","9"
"68","aaronchi","1","2","47","3","all-fixed.csv","10"
NA,"acapilleri","8","7","0","15","all-fixed.csv","10"
NA,"alexeymuranov","0","1","0","1","all-fixed.csv","10"
NA,"amatsuda","7","2","142.926774409391","9","all-fixed.csv","10"
NA,"andmej","1","1","0","2","all-fixed.csv","10"
NA,"andyl","0","1","0","1","all-fixed.csv","10"
NA,"arturopie","4","5","0","9","all-fixed.csv","10"
NA,"arunagw","5","8","112.935486113867","13","all-fixed.csv","10"
NA,"b4syth","1","1","0","2","all-fixed.csv","10"
NA,"banister","1","1","46","2","all-fixed.csv","10"
NA,"boone","1","4","0","5","all-fixed.csv","10"
NA,"carlosantoniodasilva","36","52","548.919346668021","88","all-fixed.csv","10"
NA,"carlosbrando","0","1","0","1","all-fixed.csv","10"
NA,"carlosgaldino","12","7","100.207090583835","19","all-fixed.csv","10"
NA,"databyte","1","1","0.261158292072407","2","all-fixed.csv","10"
NA,"dball","2","2","0","4","all-fixed.csv","10"
NA,"dmathieu","4","7","74.2181626896581","11","all-fixed.csv","10"
NA,"drogus","17","17","227.484445327521","34","all-fixed.csv","10"
NA,"elektronaut","2","1","1","3","all-fixed.csv","10"
NA,"emersonrp","11","6","99.433802894635","17","all-fixed.csv","10"
NA,"Empact","2","2","0","4","all-fixed.csv","10"
NA,"erichmenge","2","2","0","4","all-fixed.csv","10"
NA,"face","0","1","0","1","all-fixed.csv","10"
NA,"frodsan","26","16","258.034118685249","42","all-fixed.csv","10"
NA,"fxn","1","1","0","2","all-fixed.csv","10"
NA,"gaelian","2","2","0","4","all-fixed.csv","10"
NA,"goshakkk","3","4","0","7","all-fixed.csv","10"
NA,"guilleiguaran","0","1","0","1","all-fixed.csv","10"
NA,"homakov","14","16","330.466583661051","30","all-fixed.csv","10"
NA,"jdelStrother","1","0","0","1","all-fixed.csv","10"
NA,"jeremy","3","0","0","3","all-fixed.csv","10"
NA,"jonleighton","3","1","0.153804050355774","4","all-fixed.csv","10"
NA,"josevalim","23","20","222.365738925083","43","all-fixed.csv","10"
NA,"jtarchie","1","0","0","1","all-fixed.csv","10"
NA,"kennyj","21","22","229.691377665131","43","all-fixed.csv","10"
NA,"KieranP","0","1","0","1","all-fixed.csv","10"
NA,"ktheory","0","1","0","1","all-fixed.csv","10"
NA,"kuraga","6","10","0","16","all-fixed.csv","10"
NA,"LTe","0","1","0","1","all-fixed.csv","10"
NA,"Mange","0","1","0","1","all-fixed.csv","10"
NA,"minaguib","2","0","0","2","all-fixed.csv","10"
NA,"mpapis","2","3","0.757152340803867","5","all-fixed.csv","10"
NA,"oscardelben","1","1","0","2","all-fixed.csv","10"
NA,"paneq","12","10","164.159702721727","22","all-fixed.csv","10"
NA,"parndt","25","16","337.978641102518","41","all-fixed.csv","10"
NA,"PavelDemyanenko","0","1","0","1","all-fixed.csv","10"
NA,"pivotal-ghostchips","2","0","0","2","all-fixed.csv","10"
NA,"pixeltrix","5","4","2.10897435897436","9","all-fixed.csv","10"
NA,"presidentbeef","0","1","0","1","all-fixed.csv","10"
NA,"radar","0","1","0","1","all-fixed.csv","10"
NA,"rafaelfranca","51","60","1174.27101835228","111","all-fixed.csv","10"
NA,"rf-","0","1","0","1","all-fixed.csv","10"
NA,"route","9","13","76.5832705507356","22","all-fixed.csv","10"
NA,"rwfitzge","2","0","0","2","all-fixed.csv","10"
NA,"sebbacon","6","2","54","8","all-fixed.csv","10"
NA,"sferik","4","4","50.6405696741638","8","all-fixed.csv","10"
NA,"shime","0","1","0","1","all-fixed.csv","10"
NA,"spastorino","3","3","12.541126492544","6","all-fixed.csv","10"
NA,"sskirby","14","10","73.4930437899947","24","all-fixed.csv","10"
NA,"stevecj","14","15","149.808408546826","29","all-fixed.csv","10"
NA,"steveklabnik","6","14","79.8407784310366","20","all-fixed.csv","10"
NA,"tenderlove","9","1","3.37822140045623","10","all-fixed.csv","10"
NA,"tgildea","0","1","0","1","all-fixed.csv","10"
NA,"vijaydev","3","2","0.153804050355774","5","all-fixed.csv","10"
NA,"wulfovitch","0","1","0","1","all-fixed.csv","10"
NA,"wuputah","1","0","0","1","all-fixed.csv","10"
NA,"wycats","3","2","3.18739822171481","5","all-fixed.csv","10"
NA,"xenda","1","1","0","2","all-fixed.csv","10"
"85","0x000000","1","1","0","2","all-fixed.csv","11"
NA,"acapilleri","10","11","318.456822602007","21","all-fixed.csv","11"
NA,"agraves","5","3","0","8","all-fixed.csv","11"
NA,"alfredw","2","1","0","3","all-fixed.csv","11"
NA,"andmej","0","1","0","1","all-fixed.csv","11"
NA,"andrewferk","11","6","0","17","all-fixed.csv","11"
NA,"arunagw","3","3","70.0324510932105","6","all-fixed.csv","11"
NA,"bcardarella","44","36","1008.60657305004","80","all-fixed.csv","11"
NA,"bogdan","8","3","138.70762931008","11","all-fixed.csv","11"
NA,"bradediger","1","1","0","2","all-fixed.csv","11"
NA,"brutuscat","7","9","92.0841997294623","16","all-fixed.csv","11"
NA,"butzopower","10","5","99.8021338699997","15","all-fixed.csv","11"
NA,"carlosantoniodasilva","43","76","1774.56702960198","119","all-fixed.csv","11"
NA,"chancancode","4","8","8.16272446139886","12","all-fixed.csv","11"
NA,"daniel2d2art","1","2","0","3","all-fixed.csv","11"
NA,"DarkOne","1","2","0","3","all-fixed.csv","11"
NA,"davidcells","6","4","314.50785998972","10","all-fixed.csv","11"
NA,"dhh","1","0","0","1","all-fixed.csv","11"
NA,"dmathieu","19","14","352.258603000765","33","all-fixed.csv","11"
NA,"drogus","6","10","239.203373248297","16","all-fixed.csv","11"
NA,"ebeigarts","1","0","0","1","all-fixed.csv","11"
NA,"emboss","7","3","5.79611233841031","10","all-fixed.csv","11"
NA,"emilecantin","0","1","0","1","all-fixed.csv","11"
NA,"Empact","5","3","0","8","all-fixed.csv","11"
NA,"epochwolf","0","1","0","1","all-fixed.csv","11"
NA,"erichmenge","2","2","0","4","all-fixed.csv","11"
NA,"ernie","0","1","0","1","all-fixed.csv","11"
NA,"exviva","2","3","0","5","all-fixed.csv","11"
NA,"fedesoria","3","3","65","6","all-fixed.csv","11"
NA,"flexoid","0","1","0","1","all-fixed.csv","11"
NA,"foca","2","2","0","4","all-fixed.csv","11"
NA,"frodsan","16","16","287.358748400908","32","all-fixed.csv","11"
NA,"fxn","9","6","22.2295994519505","15","all-fixed.csv","11"
NA,"gmile","1","1","70","2","all-fixed.csv","11"
NA,"guilleiguaran","24","19","358.347455274694","43","all-fixed.csv","11"
NA,"headius","1","2","0","3","all-fixed.csv","11"
NA,"hermosillorb","6","0","0","6","all-fixed.csv","11"
NA,"hone","1","0","0","1","all-fixed.csv","11"
NA,"hube","3","2","0.2","5","all-fixed.csv","11"
NA,"iGEL","3","1","139.873395026027","4","all-fixed.csv","11"
NA,"igrigorik","1","0","0","1","all-fixed.csv","11"
NA,"insside","5","3","1.66553185340756","8","all-fixed.csv","11"
NA,"jaredbeck","3","1","2.83443299136453","4","all-fixed.csv","11"
NA,"jeremy","5","1","3.07707007451838","6","all-fixed.csv","11"
NA,"jeremycole","4","2","0","6","all-fixed.csv","11"
NA,"jeyb","3","1","0","4","all-fixed.csv","11"
NA,"jfoley","1","1","0","2","all-fixed.csv","11"
NA,"jonleighton","16","9","144.883128639695","25","all-fixed.csv","11"
NA,"josevalim","29","36","832.987891394114","65","all-fixed.csv","11"
NA,"kennyj","40","31","128.763363995439","71","all-fixed.csv","11"
NA,"KL-7","0","1","0","1","all-fixed.csv","11"
NA,"klobuczek","4","0","0","4","all-fixed.csv","11"
NA,"kytrinyx","0","1","0","1","all-fixed.csv","11"
NA,"loz","3","1","1","4","all-fixed.csv","11"
NA,"macksmind","2","0","0","2","all-fixed.csv","11"
NA,"mauricio","2","2","0","4","all-fixed.csv","11"
NA,"mguterl","1","1","0","2","all-fixed.csv","11"
NA,"Mik-die","2","1","4.02029684622204","3","all-fixed.csv","11"
NA,"mperham","3","2","0","5","all-fixed.csv","11"
NA,"nahi","3","8","11.5922246768206","11","all-fixed.csv","11"
NA,"NZKoz","12","8","146.901698801396","20","all-fixed.csv","11"
NA,"paneq","12","7","133.666265991838","19","all-fixed.csv","11"
NA,"panthomakos","1","0","0","1","all-fixed.csv","11"
NA,"parndt","3","2","69","5","all-fixed.csv","11"
NA,"piglop","1","0","0","1","all-fixed.csv","11"
NA,"pixeltrix","7","11","65","18","all-fixed.csv","11"
NA,"rafaelfranca","39","73","1062.14792782104","112","all-fixed.csv","11"
NA,"rosenfeld","5","8","11.7505371432438","13","all-fixed.csv","11"
NA,"rsim","1","0","0","1","all-fixed.csv","11"
NA,"seanbehan","2","3","0","5","all-fixed.csv","11"
NA,"sobrinho","0","1","0","1","all-fixed.csv","11"
NA,"spastorino","14","14","106.929790200939","28","all-fixed.csv","11"
NA,"splattael","1","2","0","3","all-fixed.csv","11"
NA,"steveklabnik","3","8","145.298733555192","11","all-fixed.csv","11"
NA,"stevenh512","0","1","0","1","all-fixed.csv","11"
NA,"stiller","4","3","30.2960416572454","7","all-fixed.csv","11"
NA,"tenderlove","29","29","483.287613421765","58","all-fixed.csv","11"
NA,"thedarkone","12","7","265.575278249904","19","all-fixed.csv","11"
NA,"vijaydev","1","1","0","2","all-fixed.csv","11"
NA,"vrish88","1","1","0","2","all-fixed.csv","11"
NA,"wuputah","0","2","0","2","all-fixed.csv","11"
NA,"wycats","4","0","0","4","all-fixed.csv","11"
NA,"yahonda","1","2","130","3","all-fixed.csv","11"
NA,"zapnap","0","1","0","1","all-fixed.csv","11"
NA,"zephyr-dev","4","4","1.1274622369051","8","all-fixed.csv","11"
