"txt","person","inDegree","outDegree","betweenness","totalDegree","timeperiod","timeperiodNum"
NA,"tandem-softworks","4","5","0","9","comments-fixed.csv","7"
NA,"tenderlove","9","6","84.4696183203096","15","comments-fixed.csv","7"
NA,"teohm","4","3","140","7","comments-fixed.csv","7"
NA,"travisbot","0","1","0","1","comments-fixed.csv","7"
NA,"twinturbo","1","1","0","2","comments-fixed.csv","7"
NA,"ugisozols","0","1","0","1","comments-fixed.csv","7"
NA,"vijaydev","1","5","5.88082660732277","6","comments-fixed.csv","7"
NA,"waseem","1","0","0","1","comments-fixed.csv","7"
NA,"wycats","3","1","1.87002801120448","4","comments-fixed.csv","7"
NA,"zenprogrammer","11","3","298.058206844992","14","comments-fixed.csv","7"
"108","abhijeetmisra","0","1","0","1","comments-fixed.csv","8"
NA,"acapilleri","8","3","227.33294069354","11","comments-fixed.csv","8"
NA,"aderyabin","26","9","255.433514681373","35","comments-fixed.csv","8"
NA,"aliix","4","2","4.9527193405054","6","comments-fixed.csv","8"
NA,"amatsuda","4","3","37.3905663277922","7","comments-fixed.csv","8"
NA,"amrnt","0","1","0","1","comments-fixed.csv","8"
NA,"andrewle","0","1","0","1","comments-fixed.csv","8"
NA,"Antiarchitect","8","6","130.160269360269","14","comments-fixed.csv","8"
NA,"arunagw","13","19","387.076803153643","32","comments-fixed.csv","8"
NA,"Aupajo","0","1","0","1","comments-fixed.csv","8"
NA,"bcardarella","17","7","1341.89159531587","24","comments-fixed.csv","8"
NA,"bobbytables","3","1","2.4733692557853","4","comments-fixed.csv","8"
NA,"bogdan","0","1","0","1","comments-fixed.csv","8"
NA,"bopm","1","0","0","1","comments-fixed.csv","8"
NA,"bploetz","3","4","0","7","comments-fixed.csv","8"
NA,"bradediger","1","1","0","2","comments-fixed.csv","8"
NA,"carlosantoniodasilva","15","18","598.57693773688","33","comments-fixed.csv","8"
NA,"charley","0","1","0","1","comments-fixed.csv","8"
NA,"chloerei","0","1","0","1","comments-fixed.csv","8"
NA,"chrisjpowers","0","1","0","1","comments-fixed.csv","8"
NA,"CodeOfficer","0","1","0","1","comments-fixed.csv","8"
NA,"coorasse","0","1","0","1","comments-fixed.csv","8"
NA,"coryschires","0","1","0","1","comments-fixed.csv","8"
NA,"davidcells","1","0","0","1","comments-fixed.csv","8"
NA,"dazuma","1","0","0","1","comments-fixed.csv","8"
NA,"dhh","0","1","0","1","comments-fixed.csv","8"
NA,"diminish7","13","3","11","16","comments-fixed.csv","8"
NA,"dkoprov","0","1","0","1","comments-fixed.csv","8"
NA,"dkubb","0","1","0","1","comments-fixed.csv","8"
NA,"dmathieu","2","1","15.4332026143791","3","comments-fixed.csv","8"
NA,"dreamfall","0","1","0","1","comments-fixed.csv","8"
NA,"drewblas","0","2","0","2","comments-fixed.csv","8"
NA,"drogus","8","16","269.570892778168","24","comments-fixed.csv","8"
NA,"eirc","0","1","0","1","comments-fixed.csv","8"
NA,"Empact","1","1","0","2","comments-fixed.csv","8"
NA,"erichmenge","0","3","0","3","comments-fixed.csv","8"
NA,"ernie","1","2","67.7487792813675","3","comments-fixed.csv","8"
NA,"flackou","0","1","0","1","comments-fixed.csv","8"
NA,"floehopper","0","2","0","2","comments-fixed.csv","8"
NA,"frodsan","1","2","2.4733692557853","3","comments-fixed.csv","8"
NA,"fxn","19","23","495.320713022866","42","comments-fixed.csv","8"
NA,"garygreyling","0","1","0","1","comments-fixed.csv","8"
NA,"gazay","14","6","201.692393143518","20","comments-fixed.csv","8"
NA,"george","0","1","0","1","comments-fixed.csv","8"
NA,"german","0","1","0","1","comments-fixed.csv","8"
NA,"gmcnaughton","1","0","0","1","comments-fixed.csv","8"
NA,"guilleiguaran","0","2","0","2","comments-fixed.csv","8"
NA,"headius","3","1","0","4","comments-fixed.csv","8"
NA,"hoenth","0","1","0","1","comments-fixed.csv","8"
NA,"homakov","1","1","0","2","comments-fixed.csv","8"
NA,"hube","1","0","0","1","comments-fixed.csv","8"
NA,"HugoLnx","4","2","3.01515151515152","6","comments-fixed.csv","8"
NA,"ivanacostarubio","0","1","0","1","comments-fixed.csv","8"
NA,"jacobo","9","2","170.253013462335","11","comments-fixed.csv","8"
NA,"jamesarosen","0","1","0","1","comments-fixed.csv","8"
NA,"jeremy","21","21","1100.50758308254","42","comments-fixed.csv","8"
NA,"jeremyf","2","5","2.8","7","comments-fixed.csv","8"
NA,"jmoline","0","2","0","2","comments-fixed.csv","8"
NA,"jonleighton","8","10","163.843213657089","18","comments-fixed.csv","8"
NA,"jordoh","1","1","0","2","comments-fixed.csv","8"
NA,"josevalim","24","23","1924.30839449162","47","comments-fixed.csv","8"
NA,"joshsz","0","1","0","1","comments-fixed.csv","8"
NA,"kennyj","11","10","52.77943282377","21","comments-fixed.csv","8"
NA,"kevmoo","4","4","0","8","comments-fixed.csv","8"
NA,"kirs","0","2","0","2","comments-fixed.csv","8"
NA,"larzconwell","1","3","0.27719298245614","4","comments-fixed.csv","8"
NA,"leehambley","0","2","0","2","comments-fixed.csv","8"
NA,"luislavena","1","0","0","1","comments-fixed.csv","8"
NA,"marpo60","7","1","103.090909090909","8","comments-fixed.csv","8"
NA,"mildmojo","0","1","0","1","comments-fixed.csv","8"
NA,"mperham","0","1","0","1","comments-fixed.csv","8"
NA,"MSch","1","0","0","1","comments-fixed.csv","8"
NA,"mvanholstyn","0","1","0","1","comments-fixed.csv","8"
NA,"nashby","7","2","185.333569259451","9","comments-fixed.csv","8"
NA,"nerdEd","0","1","0","1","comments-fixed.csv","8"
NA,"nfm","0","1","0","1","comments-fixed.csv","8"
NA,"oscardelben","0","4","0","4","comments-fixed.csv","8"
NA,"PavelDemyanenko","0","2","0","2","comments-fixed.csv","8"
NA,"pixeltrix","3","2","0","5","comments-fixed.csv","8"
NA,"pkananen","0","1","0","1","comments-fixed.csv","8"
NA,"rafaelfranca","14","30","809.155070333782","44","comments-fixed.csv","8"
NA,"rdammkoehler","0","1","0","1","comments-fixed.csv","8"
NA,"rkh","0","1","0","1","comments-fixed.csv","8"
NA,"rohit","1","2","0","3","comments-fixed.csv","8"
NA,"route","4","8","270.754107361611","12","comments-fixed.csv","8"
NA,"samsoffes","1","2","0","3","comments-fixed.csv","8"
NA,"searls","0","1","0","1","comments-fixed.csv","8"
NA,"seeflanigan","0","1","0","1","comments-fixed.csv","8"
NA,"sferik","1","0","0","1","comments-fixed.csv","8"
NA,"shannonrush","0","1","0","1","comments-fixed.csv","8"
NA,"shedd","0","1","0","1","comments-fixed.csv","8"
NA,"shime","0","1","0","1","comments-fixed.csv","8"
NA,"sikachu","1","3","15.3826048951049","4","comments-fixed.csv","8"
NA,"sobrinho","1","1","0","2","comments-fixed.csv","8"
NA,"spastorino","4","3","104.546786546787","7","comments-fixed.csv","8"
NA,"steveklabnik","3","3","856.464516129032","6","comments-fixed.csv","8"
NA,"subelsky","18","2","721","20","comments-fixed.csv","8"
NA,"tenderlove","14","5","320.021752523962","19","comments-fixed.csv","8"
NA,"Tigraine","0","1","0","1","comments-fixed.csv","8"
NA,"timtyrrell","0","1","0","1","comments-fixed.csv","8"
NA,"TimWalker","0","1","0","1","comments-fixed.csv","8"
NA,"tonytonyjan","3","1","0","4","comments-fixed.csv","8"
NA,"travisbot","0","2","0","2","comments-fixed.csv","8"
NA,"travisjeffery","1","1","0","2","comments-fixed.csv","8"
NA,"twinturbo","4","5","4.84638254465841","9","comments-fixed.csv","8"
NA,"vijaydev","2","2","4.09225333800111","4","comments-fixed.csv","8"
NA,"waugh","0","1","0","1","comments-fixed.csv","8"
NA,"wycats","1","0","0","1","comments-fixed.csv","8"
"82","acapilleri","29","29","280.635906985929","58","comments-fixed.csv","9"
NA,"Agis-","0","1","0","1","comments-fixed.csv","9"
NA,"alanhogan","0","1","0","1","comments-fixed.csv","9"
NA,"alexeymuranov","2","4","2.92011741382056","6","comments-fixed.csv","9"
NA,"Antiarchitect","13","13","11.3712630763271","26","comments-fixed.csv","9"
NA,"arunagw","13","12","286.885620953177","25","comments-fixed.csv","9"
NA,"bartvandendriessche","1","1","0","2","comments-fixed.csv","9"
NA,"bcardarella","4","8","0.642847599248191","12","comments-fixed.csv","9"
NA,"blakesmith","5","2","4.47943899782135","7","comments-fixed.csv","9"
NA,"bogdan","20","12","91.4398613029699","32","comments-fixed.csv","9"
NA,"bopm","3","0","0","3","comments-fixed.csv","9"
NA,"carlosantoniodasilva","38","47","705.697882891283","85","comments-fixed.csv","9"
NA,"carlosgaldino","8","4","63","12","comments-fixed.csv","9"
NA,"charliesome","2","1","0","3","comments-fixed.csv","9"
NA,"clowder","0","1","0","1","comments-fixed.csv","9"
NA,"colszowka","0","1","0","1","comments-fixed.csv","9"
NA,"darragh","1","0","0","1","comments-fixed.csv","9"
NA,"daveyeu","1","0","0","1","comments-fixed.csv","9"
NA,"dmathieu","6","11","32.8443337519699","17","comments-fixed.csv","9"
NA,"dominic","0","1","0","1","comments-fixed.csv","9"
NA,"drogus","17","13","312.558685740804","30","comments-fixed.csv","9"
NA,"edtsech","7","5","20.4957280689173","12","comments-fixed.csv","9"
NA,"elia","14","11","65.5171198464703","25","comments-fixed.csv","9"
NA,"erichmenge","1","0","0","1","comments-fixed.csv","9"
NA,"frodsan","16","28","503.366466741997","44","comments-fixed.csv","9"
NA,"fxn","17","16","221.360727669242","33","comments-fixed.csv","9"
NA,"gazay","7","4","74.5605501560143","11","comments-fixed.csv","9"
NA,"gerwtiz","1","1","0","2","comments-fixed.csv","9"
NA,"goshakkk","0","1","0","1","comments-fixed.csv","9"
NA,"guilleiguaran","18","7","471.370691857617","25","comments-fixed.csv","9"
NA,"homakov","35","38","359.866114020473","73","comments-fixed.csv","9"
NA,"iGEL","6","2","5.25611954724369","8","comments-fixed.csv","9"
NA,"iHiD","10","10","0","20","comments-fixed.csv","9"
NA,"jackdempsey","0","1","0","1","comments-fixed.csv","9"
NA,"jaredbeck","4","2","1.50309070467486","6","comments-fixed.csv","9"
NA,"jeremy","54","37","662.559265972693","91","comments-fixed.csv","9"
NA,"jeremyf","2","5","1.81568761183901","7","comments-fixed.csv","9"
NA,"jfirebaugh","2","0","0","2","comments-fixed.csv","9"
NA,"jherdman","0","1","0","1","comments-fixed.csv","9"
NA,"joefiorini","11","4","327.305311397071","15","comments-fixed.csv","9"
NA,"jonleighton","5","3","7.04353889666714","8","comments-fixed.csv","9"
NA,"josevalim","48","54","1008.6689926547","102","comments-fixed.csv","9"
NA,"joshk","1","3","34.4734014402547","4","comments-fixed.csv","9"
NA,"judearasu","0","1","0","1","comments-fixed.csv","9"
NA,"kennyj","11","5","87.0014150026454","16","comments-fixed.csv","9"
NA,"kot-begemot","3","3","0.790892411722884","6","comments-fixed.csv","9"
NA,"kugaevsky","0","1","0","1","comments-fixed.csv","9"
NA,"larzconwell","0","1","0","1","comments-fixed.csv","9"
NA,"lazylester","5","3","64","8","comments-fixed.csv","9"
NA,"lest","1","0","0","1","comments-fixed.csv","9"
NA,"Locke23rus","1","1","0","2","comments-fixed.csv","9"
NA,"Lte","8","10","25.0730894294906","18","comments-fixed.csv","9"
NA,"lucasmazza","0","1","0","1","comments-fixed.csv","9"
NA,"marcandre","1","1","0","2","comments-fixed.csv","9"
NA,"michaelklishin","2","3","36.3483091104032","5","comments-fixed.csv","9"
NA,"mikelikesbikes","1","3","0","4","comments-fixed.csv","9"
NA,"MSNexploder","1","0","0","1","comments-fixed.csv","9"
NA,"nashby","7","6","78.9192825013402","13","comments-fixed.csv","9"
NA,"nertzy","0","1","0","1","comments-fixed.csv","9"
NA,"NZKoz","13","7","73.005460536909","20","comments-fixed.csv","9"
NA,"oscardelben","2","2","2.35166350988065","4","comments-fixed.csv","9"
NA,"paneq","3","5","0","8","comments-fixed.csv","9"
NA,"parndt","4","2","14.6096431346431","6","comments-fixed.csv","9"
NA,"paulcoyle","0","1","0","1","comments-fixed.csv","9"
NA,"pechorin","2","2","0","4","comments-fixed.csv","9"
NA,"pixeltrix","7","7","19.0401458968343","14","comments-fixed.csv","9"
NA,"pokonski","1","1","0","2","comments-fixed.csv","9"
NA,"rafaelfranca","52","79","1164.43972585825","131","comments-fixed.csv","9"
NA,"rajatvig","3","2","0","5","comments-fixed.csv","9"
NA,"rapind","0","1","0","1","comments-fixed.csv","9"
NA,"route","5","6","21.2560659371277","11","comments-fixed.csv","9"
NA,"roytomeij","0","1","0","1","comments-fixed.csv","9"
NA,"sikachu","2","4","0.241996215166947","6","comments-fixed.csv","9"
NA,"sobrinho","1","1","0","2","comments-fixed.csv","9"
NA,"softr8","3","2","0.497754243046254","5","comments-fixed.csv","9"
NA,"spastorino","11","11","23.6192086642171","22","comments-fixed.csv","9"
NA,"steveklabnik","20","32","471.919334750384","52","comments-fixed.csv","9"
NA,"tenderlove","27","17","298.247653643936","44","comments-fixed.csv","9"
NA,"twinturbo","5","8","0","13","comments-fixed.csv","9"
NA,"vijaydev","11","10","274.999593854781","21","comments-fixed.csv","9"
NA,"willbryant","1","1","0","2","comments-fixed.csv","9"
NA,"wycats","1","0","0","1","comments-fixed.csv","9"
"65","aaronchi","1","2","47","3","comments-fixed.csv","10"
NA,"acapilleri","5","4","0","9","comments-fixed.csv","10"
NA,"alexeymuranov","0","1","0","1","comments-fixed.csv","10"
NA,"amatsuda","7","2","142.29196683659","9","comments-fixed.csv","10"
NA,"andmej","1","1","0","2","comments-fixed.csv","10"
NA,"andyl","0","1","0","1","comments-fixed.csv","10"
NA,"arturopie","4","5","0","9","comments-fixed.csv","10"
NA,"arunagw","5","8","128.555080060203","13","comments-fixed.csv","10"
NA,"b4syth","1","1","0","2","comments-fixed.csv","10"
NA,"banister","1","1","46","2","comments-fixed.csv","10"
NA,"boone","1","4","0","5","comments-fixed.csv","10"
NA,"carlosantoniodasilva","22","34","440.805664201675","56","comments-fixed.csv","10"
NA,"carlosbrando","0","1","0","1","comments-fixed.csv","10"
NA,"carlosgaldino","8","6","99.3512237762238","14","comments-fixed.csv","10"
NA,"databyte","1","1","0.278543738381194","2","comments-fixed.csv","10"
NA,"dball","2","2","0","4","comments-fixed.csv","10"
NA,"dmathieu","4","6","69.310289449113","10","comments-fixed.csv","10"
NA,"drogus","17","17","244.945737329863","34","comments-fixed.csv","10"
NA,"emersonrp","11","6","98.4469353047532","17","comments-fixed.csv","10"
NA,"Empact","2","2","0","4","comments-fixed.csv","10"
NA,"erichmenge","2","2","0","4","comments-fixed.csv","10"
NA,"face","0","1","0","1","comments-fixed.csv","10"
NA,"frodsan","20","14","253.066860038036","34","comments-fixed.csv","10"
NA,"fxn","1","1","0","2","comments-fixed.csv","10"
NA,"gaelian","2","2","0","4","comments-fixed.csv","10"
NA,"goshakkk","3","4","0","7","comments-fixed.csv","10"
NA,"guilleiguaran","0","1","0","1","comments-fixed.csv","10"
NA,"homakov","14","16","343.638358148147","30","comments-fixed.csv","10"
NA,"jdelStrother","1","0","0","1","comments-fixed.csv","10"
NA,"jeremy","3","0","0","3","comments-fixed.csv","10"
NA,"jonleighton","3","1","0.168264462809917","4","comments-fixed.csv","10"
NA,"josevalim","22","19","319.741078069201","41","comments-fixed.csv","10"
NA,"jtarchie","1","0","0","1","comments-fixed.csv","10"
NA,"kennyj","15","17","240.504654001949","32","comments-fixed.csv","10"
NA,"KieranP","0","1","0","1","comments-fixed.csv","10"
NA,"ktheory","0","1","0","1","comments-fixed.csv","10"
NA,"kuraga","2","4","0.666666666666667","6","comments-fixed.csv","10"
NA,"LTe","0","1","0","1","comments-fixed.csv","10"
NA,"Mange","0","1","0","1","comments-fixed.csv","10"
NA,"minaguib","2","0","0","2","comments-fixed.csv","10"
NA,"mpapis","2","3","0.774629231537576","5","comments-fixed.csv","10"
NA,"paneq","12","10","196.015240004827","22","comments-fixed.csv","10"
NA,"parndt","25","16","391.603810200978","41","comments-fixed.csv","10"
NA,"PavelDemyanenko","0","1","0","1","comments-fixed.csv","10"
NA,"pivotal-ghostchips","2","0","0","2","comments-fixed.csv","10"
NA,"pixeltrix","5","4","4.05714285714286","9","comments-fixed.csv","10"
NA,"radar","0","1","0","1","comments-fixed.csv","10"
NA,"rafaelfranca","41","47","1158.00991560888","88","comments-fixed.csv","10"
NA,"rf-","0","1","0","1","comments-fixed.csv","10"
NA,"route","9","13","89.8944911672137","22","comments-fixed.csv","10"
NA,"rwfitzge","2","0","0","2","comments-fixed.csv","10"
NA,"sebbacon","6","2","53","8","comments-fixed.csv","10"
NA,"sferik","4","4","49.1339242469521","8","comments-fixed.csv","10"
NA,"shime","0","1","0","1","comments-fixed.csv","10"
NA,"spastorino","3","3","13.8469975950482","6","comments-fixed.csv","10"
NA,"sskirby","7","3","45.6430555555556","10","comments-fixed.csv","10"
NA,"stevecj","8","10","102.013787290862","18","comments-fixed.csv","10"
NA,"steveklabnik","6","14","82.487661521723","20","comments-fixed.csv","10"
NA,"tenderlove","8","0","0","8","comments-fixed.csv","10"
NA,"tgildea","0","1","0","1","comments-fixed.csv","10"
NA,"vijaydev","2","2","0.168264462809917","4","comments-fixed.csv","10"
NA,"wulfovitch","0","1","0","1","comments-fixed.csv","10"
NA,"wuputah","1","0","0","1","comments-fixed.csv","10"
NA,"wycats","3","2","3.57975817286162","5","comments-fixed.csv","10"
NA,"xenda","1","1","0","2","comments-fixed.csv","10"
"77","0x000000","1","1","0","2","comments-fixed.csv","11"
NA,"acapilleri","6","8","257.94190917573","14","comments-fixed.csv","11"
NA,"agraves","5","3","0","8","comments-fixed.csv","11"
NA,"alfredw","1","1","0","2","comments-fixed.csv","11"
NA,"andrewferk","4","4","0","8","comments-fixed.csv","11"
NA,"arunagw","2","3","0.864087468460891","5","comments-fixed.csv","11"
NA,"bcardarella","28","25","630.618052991222","53","comments-fixed.csv","11"
NA,"bogdan","6","2","245.52693719849","8","comments-fixed.csv","11"
NA,"bradediger","1","1","0","2","comments-fixed.csv","11"
NA,"brutuscat","6","8","20.2081041945818","14","comments-fixed.csv","11"
NA,"butzopower","5","2","25.8344865866044","7","comments-fixed.csv","11"
NA,"carlosantoniodasilva","29","50","1109.85855394128","79","comments-fixed.csv","11"
NA,"chancancode","2","5","3.8423207227555","7","comments-fixed.csv","11"
NA,"daniel2d2art","1","2","0","3","comments-fixed.csv","11"
NA,"DarkOne","1","2","0","3","comments-fixed.csv","11"
NA,"davidcells","6","4","220.372678885607","10","comments-fixed.csv","11"
NA,"dhh","1","0","0","1","comments-fixed.csv","11"
NA,"dmathieu","15","9","307.662279249846","24","comments-fixed.csv","11"
NA,"drogus","4","9","224.615276537746","13","comments-fixed.csv","11"
NA,"ebeigarts","1","0","0","1","comments-fixed.csv","11"
NA,"emboss","7","3","10.4455320084641","10","comments-fixed.csv","11"
NA,"emilecantin","0","1","0","1","comments-fixed.csv","11"
NA,"Empact","5","3","0","8","comments-fixed.csv","11"
NA,"epochwolf","0","1","0","1","comments-fixed.csv","11"
NA,"erichmenge","2","2","0","4","comments-fixed.csv","11"
NA,"ernie","0","1","0","1","comments-fixed.csv","11"
NA,"fedesoria","1","1","0","2","comments-fixed.csv","11"
NA,"flexoid","0","1","0","1","comments-fixed.csv","11"
NA,"frodsan","15","14","306.272602877198","29","comments-fixed.csv","11"
NA,"fxn","9","5","17.754864960485","14","comments-fixed.csv","11"
NA,"guilleiguaran","14","10","124.239762824484","24","comments-fixed.csv","11"
NA,"headius","1","2","0","3","comments-fixed.csv","11"
NA,"hermosillorb","4","0","0","4","comments-fixed.csv","11"
NA,"hone","1","0","0","1","comments-fixed.csv","11"
NA,"hube","3","2","0.1","5","comments-fixed.csv","11"
NA,"iGEL","2","1","4.09648303765951","3","comments-fixed.csv","11"
NA,"igrigorik","1","0","0","1","comments-fixed.csv","11"
NA,"insside","3","3","0","6","comments-fixed.csv","11"
NA,"jaredbeck","3","1","2.60573122529644","4","comments-fixed.csv","11"
NA,"jeremy","4","0","0","4","comments-fixed.csv","11"
NA,"jeremycole","4","2","0","6","comments-fixed.csv","11"
NA,"jeyb","3","1","1.47184149184149","4","comments-fixed.csv","11"
NA,"jfoley","0","1","0","1","comments-fixed.csv","11"
NA,"jonleighton","16","9","146.918704748909","25","comments-fixed.csv","11"
NA,"josevalim","23","32","752.733738735554","55","comments-fixed.csv","11"
NA,"kennyj","26","20","117.7164750275","46","comments-fixed.csv","11"
NA,"KL-7","0","1","0","1","comments-fixed.csv","11"
NA,"klobuczek","4","0","0","4","comments-fixed.csv","11"
NA,"kytrinyx","0","1","0","1","comments-fixed.csv","11"
NA,"loz","3","1","1","4","comments-fixed.csv","11"
NA,"macksmind","2","0","0","2","comments-fixed.csv","11"
NA,"mauricio","2","2","0","4","comments-fixed.csv","11"
NA,"Mik-die","2","1","6.46469840714019","3","comments-fixed.csv","11"
NA,"nahi","3","8","20.8910640169281","11","comments-fixed.csv","11"
NA,"NZKoz","11","7","128.201671088768","18","comments-fixed.csv","11"
NA,"paneq","10","6","120.136675648005","16","comments-fixed.csv","11"
NA,"panthomakos","1","0","0","1","comments-fixed.csv","11"
NA,"parndt","2","0","0","2","comments-fixed.csv","11"
NA,"piglop","1","0","0","1","comments-fixed.csv","11"
NA,"pixeltrix","5","4","55","9","comments-fixed.csv","11"
NA,"rafaelfranca","32","65","1186.46674688554","97","comments-fixed.csv","11"
NA,"rosenfeld","5","8","55.9555255235506","13","comments-fixed.csv","11"
NA,"rsim","1","0","0","1","comments-fixed.csv","11"
NA,"seanbehan","2","3","0","5","comments-fixed.csv","11"
NA,"sobrinho","0","1","0","1","comments-fixed.csv","11"
NA,"spastorino","6","4","8.3278113463746","10","comments-fixed.csv","11"
NA,"splattael","1","2","0","3","comments-fixed.csv","11"
NA,"steveklabnik","3","7","131.38298385481","10","comments-fixed.csv","11"
NA,"stiller","3","3","38.8958369058088","6","comments-fixed.csv","11"
NA,"tenderlove","18","15","364.120231169324","33","comments-fixed.csv","11"
NA,"thedarkone","9","4","241.856585289698","13","comments-fixed.csv","11"
NA,"vrish88","1","1","0","2","comments-fixed.csv","11"
NA,"wuputah","0","2","0","2","comments-fixed.csv","11"
NA,"wycats","4","0","0","4","comments-fixed.csv","11"
NA,"yahonda","1","2","110","3","comments-fixed.csv","11"
NA,"zapnap","0","1","0","1","comments-fixed.csv","11"
NA,"zephyr-dev","2","2","0.599745974343627","4","comments-fixed.csv","11"
