source,target
328108,6187712
401069,6187712
52976,6186657
401069,6187712
52976,6186657
401069,6186657
401069,6187712
401069,6187712
164888,6455207
556363,6453712
540973,6454760
556363,6454760
557331,6453712
557331,6453712
164888,6454689
515887,6454450
540973,6454732
540973,6454666
65301,6454666
237459,6454666
557331,6454664
529952,6453712
164888,6454664
164888,6454448
557331,6454448
557331,6453712
557331,6453712
557594,6453712
237459,6454485
556398,6453712
556398,6453712
65301,6454485
556398,6453712
220181,6453712
529952,6453712
556398,6453750
220181,6454448
529952,6453712
529952,6453712
509350,6453712
65301,6453826
354681,6453801
354681,6453750
237459,6453803
54284,6453712
556398,6453712
423210,6453826
164888,6453826
220181,6453712
237459,6453712
164888,6453776
54701,6453712
556398,6453712
557594,6453712
556398,6453712
556398,6453712
556398,6453712
54927,6453712
529952,6453712
556363,6453712
556398,6453712
354681,6453712
557575,6453712
557575,6453712
54284,6453712
509350,6453712
220181,6453712
198183,6453712
557594,6453712
557331,6453712
220181,6453712
557331,6453712
150807,6453712
557331,6453826
540973,6454850
556398,6453712
556398,6453712
65301,6454732
65301,6454734
65301,6454854
556398,6454734
515887,6454815
515887,6454816
526957,6453712
237459,6454734
220181,6454927
556398,6454927
556398,6454927
220181,6454927
515887,6455807
380566,6454927
220181,6454927
220181,6454927
198183,6454927
557331,6454927
557331,6454927
529952,6454927
220181,6454927
557331,6454927
529952,6454927
557331,6454927
557331,6454927
220181,6454927
557331,6454927
515887,6461609
552739,6454927
220181,6454927
552739,6454927
557331,6454927
529952,6454927
552739,6454927
220181,6454927
170769,6454927
220181,6454927
535216,6454927
557331,6454927
220181,6454927
515887,6461465
515887,6461466
557331,6454927
515887,6455866
515887,6455909
515887,6455929
535216,6454927
515887,6456033
515887,6455975
220181,6454927
220181,6454927
220181,6454927
220181,6454927
220181,6454927
515887,6456090
515887,6456093
515887,6456095
556398,6454927
196173,6456095
220181,6456090
220181,6456093
220181,6456095
220181,6454927
220181,6456152
220181,6461465
220181,6454927
515887,6461695
556363,6473026
535216,6472140
260572,6472140
365990,6468809
535216,6468809
559107,6468809
540973,6468730
552739,6468809
535216,6467591
535216,6467591
540973,6467591
559107,6467591
535216,6459193
198183,6461112
220181,6461084
220181,6461098
535216,6454927
220181,6454927
220181,6460080
220181,6460079
515887,6461055
515887,6461056
220181,6461055
220181,6461056
198183,6454927
515887,6461061
515887,6461062
220181,6461056
65301,6461056
515887,6461059
65301,6461058
515887,6461060
515887,6461067
220181,6461062
515887,6461075
65301,6461065
515887,6461079
65301,6461069
65301,6461076
515887,6461084
65301,6461082
515887,6461085
198183,6461084
515887,6461098
198183,6461098
515887,6461112
65301,6461087
515887,6461118
220181,6459444
220181,6459571
515887,6459737
220181,6459737
515887,6459742
515887,6459905
220181,6459742
220181,6459905
515887,6460079
515887,6460080
515887,6458192
515887,6458525
220181,6458192
515887,6458825
198183,6458192
515887,6458903
554995,6458903
515887,6459083
535216,6454927
540973,6459193
198183,6458903
515887,6459198
198183,6458903
515887,6459313
198183,6459198
515887,6459317
220181,6458825
220181,6456875
515887,6459444
515887,6459571
220181,6457672
220181,6454927
198183,6457809
540973,6457877
554995,6457809
515887,6457671
515887,6457672
198183,6457672
515887,6457728
198183,6457728
515887,6457809
200101,6454927
535216,6454927
220181,6454927
220181,6456815
220181,6456813
535216,6456092
166280,6454927
166280,6454927
95655,6454927
220181,6456184
220181,6456185
220181,6456265
220181,6456267
515887,6456785
515887,6456787
515887,6456789
515887,6456790
220181,6456785
220181,6456787
220181,6456789
515887,6456812
220181,6456790
515887,6456813
220181,6456812
515887,6456815
515887,6456875
515887,6456877
556398,6454927
220181,6454927
556398,6454927
556398,6454927
220181,6454927
380566,6454927
515887,6456184
166280,6454927
54701,6454927
121869,6454927
330559,6454927
220181,6454927
220181,6454927
198183,6454927
52976,6454927
52976,6454927
196173,6454927
198183,6454927
535216,6454927
65301,6454927
65301,6455040
160058,6454927
557594,6454927
152319,6454927
515887,6456186
515887,6456186
515887,6456185
95523,6500245
556363,6481881
220181,6481881
220181,6497322
152535,6499338
152535,6499336
556398,6500316
220181,6499278
220181,6500316
220181,6497322
220181,6497322
220181,6499395
556398,6497322
220181,6500316
554995,6499444
95523,6499514
556398,6499514
556398,6500979
220181,6481881
65301,6501968
65301,6500994
220181,6481881
220181,6481881
556363,6481881
556363,6481881
65301,6500979
220181,6500316
556398,6500316
556363,6499501
95523,6499501
556363,6499458
220181,6500316
95523,6499458
556363,6499395
95523,6499395
556398,6500316
556363,6497322
220181,6497322
220181,6497322
556363,6497322
220181,6497322
556363,6499334
220181,6499395
556363,6499278
95523,6499334
95523,6499278
554995,6499279
556363,6497322
556363,6497322
220181,6499278
220181,6500245
556398,6500245
540993,6500245
220181,6499274
152535,6499232
220181,6497322
554995,6499232
557331,6499278
95523,6499176
556363,6497322
557331,6481881
556398,6500110
54701,6497261
556363,6497322
65301,6497313
557331,6497313
557331,6497307
557331,6497307
65301,6497307
525403,6497299
557331,6497299
525403,6497307
525403,6497284
557331,6497284
557331,6481881
557331,6481881
168700,6497261
95523,6500110
52976,6495255
52976,6495065
223476,6495135
52976,6495065
556398,6494974
168700,6494974
556398,6493502
540993,6493890
556398,6494701
556398,6494529
556398,6494188
556398,6494230
168700,6494230
168700,6494230
168700,6494230
168700,6494230
220181,6494188
525403,6494215
525403,6494165
525403,6494188
557331,6494230
170769,6481881
557594,6494230
65301,6494188
557331,6494188
168700,6494191
168700,6494188
168700,6494165
557331,6494165
557331,6494188
65301,6494165
168700,6494152
556398,6493622
556398,6481881
65301,6494151
525403,6494115
556398,6494151
65301,6493992
65301,6494152
168700,6493622
168700,6494529
65301,6494115
556398,6481881
220181,6481881
556398,6493502
556398,6481881
220181,6494701
65301,6493911
557594,6493502
65301,6493892
556398,6481881
220181,6481881
556398,6481881
556398,6493502
556398,6481881
65301,6493862
168700,6493338
556363,6481881
220181,6481881
220181,6492259
168700,6492944
168700,6493304
556363,6481881
220181,6481881
220181,6481881
161894,6492944
556363,6494701
65301,6492944
556398,6481881
556398,6481881
556398,6493502
556398,6493565
556398,6493502
168700,6493445
540993,6492200
556398,6493338
557331,6494188
65301,6493502
557594,6493502
168700,6493502
556398,6493502
556398,6493502
65301,6493565
65301,6493565
65301,6493597
557594,6493502
65301,6494701
557594,6481881
220181,6481881
220181,6493502
557594,6493502
65301,6493326
